Ag,As_,Au,B,Ba,Be,Bi,Cd,Co,Cr,Cu,F,Hg,La,Li,Mn,Mo,Nb,Ni,P,Pb,Sb,Sn,Sr,Th,Ti,U,V,W,Y,Zn,Zr,Al2O3,CaO,Fe2O3,K2O,MgO,Na2O,SiO2,Coor_X,Coor_Y
33,2,6,20,601,1.8,0.14,0.04,21.7,107.8,47.1,500,14,20.6,26,876,2.8,13.4,57.4,723,20,0.21,2.3,277,6.4,5898,2.3,125.5,0.86,20.1,75.5,305,14.75,3.27,7.5,1.83,2.1,2.21,62.7,40558416.55,4144510.988
35,17,5.4,38,789,1.4,0.18,0.04,5.9,40.3,12.5,193,32,31.7,18,332,0.4,12,12.1,625,20.3,0.38,2,231,6.8,3122,1.4,59.4,1.2,15.4,26.2,395,9.91,0.79,2.1,2.75,0.89,1.99,76.58,40500000,4144306.488
40,8.1,2.2,25,1493,1.3,0.11,0.04,5.8,36.7,13.5,269,29,16.1,16,414,0.41,13.1,12.8,563,23.1,0.28,2.3,397,5.7,3144,0.68,58,0.69,17.9,31.4,337,11.96,1.59,2.41,3.36,0.99,2.33,72.03,40501770.19,4144306.676
43,7,2.1,32,1142,1.5,0.18,0.03,8,45.3,14.1,305,33,41.1,19,402,0.4,13.9,17.8,441,25,0.36,2.5,336,7.6,3486,1.3,67,1.2,17.9,33.6,359,12.69,2.04,3.1,2.92,1.24,2,69.57,40504425.47,4144307.662
40,6.7,7.9,37,782,1.7,0.17,0.05,8,45.6,16,341,64,21.3,22,521,0.43,16,16.2,532,26,0.36,3.2,281,6.9,2933,0.91,57.4,0.89,19,46.9,296,13.28,2.09,3.05,2.98,1.22,2.25,68.5,40506195.66,4144308.789
55,7,5.2,32,940,1.5,0.17,0.07,7,38.1,17.1,305,73,19.9,24,410,0.31,12.5,15,505,24.2,0.36,5,427,5.5,2794,1.2,54.8,1.1,17.1,34.9,315,11.92,3.67,2.75,2.83,1.31,2.11,67.34,40507965.85,4144310.291
80,5.6,17.5,37,1343,1.5,0.14,0.04,8,45.6,17.5,277,38,38.4,21,417,0.36,11.5,16.2,481,24.3,0.28,2.4,324,6.9,2947,1,58.8,1.1,17.1,38.1,359,12.3,1.83,2.88,2.98,1.16,2.02,70.46,40509736.04,4144312.169
141,5.6,21,28,1339,1.6,0.25,0.11,8,41.7,23.1,341,46,25.9,21,522,0.54,11.7,17,537,33.9,0.36,2,397,7.2,2881,0.99,57.6,1.5,17.1,47.4,361,13.5,2.05,3.03,3.25,1.14,2.07,68.56,40512391.32,4144315.69
50,6.3,9.6,39,1165,1.7,0.18,0.03,9,49.2,16.9,321,50,36.2,24,407,0.64,12.3,19.9,383,24.7,0.34,2.4,353,7.6,3303,0.75,65,1.1,17.8,36.2,358,13.22,1.66,3.24,2.75,1.22,2,69.24,40514161.51,4144318.506
41,7.6,6.9,34,798,1.9,0.23,0.06,10.7,52.6,27,370,39,45.8,28,536,0.31,13.5,24,568,23.5,0.38,2.3,283,8.1,3774,0.97,93.1,0.94,18.6,47.1,351,13.52,1.77,3.94,2.65,1.55,1.69,67.75,40515931.7,4144321.699
45,4.9,6.6,34,1232,1.6,0.21,0.04,7.9,49.1,19.2,341,28,35.9,22,406,0.43,12.2,16.8,409,24,0.34,1.8,408,8,3325,0.81,64.1,0.94,17,39.9,407,13.07,1.83,3.07,2.86,1.22,2.18,69.5,40517701.89,4144325.267
40,4.8,6.7,32,1389,1.6,0.15,0.04,9.4,46.4,18.2,418,28,40.6,21,452,0.4,11.7,20,509,24.8,0.28,2.1,489,9.3,3456,1.2,66.3,0.8,17.8,48.3,392,13.71,1.69,3.74,2.86,1.24,2.3,68.2,40520357.18,4144331.323
56,6.2,23,36,923,2,0.31,0.05,9.6,58.8,23.5,395,38,33.9,26,439,0.25,12.7,20,426,26.3,0.27,2.7,363,7.9,3656,1.8,70.9,1.3,17.5,47.7,347,14.11,1.37,3.64,2.68,1.34,1.92,68.69,40522124.43,4145445.709
40,5.3,30,34,776,1.5,0.15,0.05,9.8,55.5,22.4,400,38,28.6,24,470,0.28,12.6,19.5,407,25,0.37,2.2,322,7.7,3733,2,91.1,1.2,16.8,47,350,14.05,1.32,3.64,2.6,1.42,1.9,69.01,40523894.38,4145450.592
40,4.2,17,42,876,2,0.2,0.04,9.1,58.2,19.6,400,41,44.6,20,457,0.28,12.8,19.4,671,21.4,0.31,2.4,393,8.4,3578,2,69.2,1,17.4,45.4,374,13.3,1.39,3.37,2.67,1.35,2.03,69.93,40525664.34,4145455.851
39,5.6,10,29,841,2.3,0.23,0.04,10.2,56.4,20.3,430,60,25.6,23,514,0.44,13,21.4,538,23.5,0.37,2.2,337,7.8,3700,2.5,91.1,1.2,18.2,47.9,338,13.88,1.39,3.66,2.62,1.47,1.87,68.97,40528319.28,4145464.443
44,6.7,10,26,1048,1.2,0.21,0.05,8.5,51.9,19.1,378,89,21.1,18,424,0.27,12.1,17.1,683,28.3,0.31,2,388,7.9,3413,1.6,67,0.8,17.7,51.2,356,13.56,1.41,3.34,2.89,1.32,2.12,69.5,40530089.24,4145470.64
48,8.6,10,39,887,1.5,0.28,0.04,8.9,55.4,21.5,371,64,39.4,22,477,0.54,13.3,19.5,645,22.2,0.28,2.5,364,7.3,3476,2,66.7,1.7,18.4,44.4,335,13.13,1.35,3.37,2.84,1.42,2.11,70.29,40531859.2,4145477.213
43,6.7,14,35,1023,1.5,0.1,0.06,9.2,62.4,29.2,359,51,33.6,23,512,0.66,13,19,718,24.1,0.4,6,337,8,3622,1.7,69.7,2.3,18.3,53,356,13.73,1.3,3.55,2.9,1.47,1.98,69.27,40533629.17,4145484.162
36,5.9,4,43,886,1.4,0.2,0.05,9.7,57.5,20.5,365,58,29.7,25,475,0.23,14.8,20.6,529,20.1,0.4,2.6,277,7.5,3865,2,92,0.85,18.4,44.9,337,13.33,1.2,3.7,2.73,1.54,1.9,69.86,40536284.11,4145495.289
33,6,6.8,28,1080,1.4,0.1,0.04,8.8,54,19.7,352,39,31.3,22,397,0.34,13.3,18.3,471,26.2,0.25,2.4,394,8.2,3439,2,63.1,0.62,16.4,54.5,289,14.85,1.44,3.61,3.07,1.42,2.72,68.56,40538054.08,4145503.177
52,5.1,14,32,998,1.1,0.21,0.05,9.6,57.8,27.7,337,36,33.1,20,440,0.4,12.9,23.8,513,27.6,0.38,2.5,370,8,3741,2,96.4,0.89,16.1,51,323,14.28,1.37,3.77,2.93,1.59,2.52,69.03,40539824.04,4145511.44
719,11,200,26,1277,1.1,0.3,0.3,10.5,50.8,93.6,390,108,40.1,16,448,0.62,11.5,20.6,548,116.4,0.41,3.2,393,9,3017,2,57.4,1.4,16.8,157.3,244,14.3,1.37,4.01,3.14,1.26,2.53,68.56,40542478.99,4145524.54
1140,9.8,690,25,1135,1.4,0.8,0.36,11.7,88.4,123.6,515,26,37,24,447,0.6,10.4,36.8,563,130.7,0.37,2.7,286,10,3010,2.7,60.5,1.9,16.6,130.3,202,13.39,1.1,4.66,2.85,1.52,1.91,69.67,40544248.96,4145533.742
395,6.4,155,43,1013,1.9,0.28,0.1,10.1,55.7,49.8,410,26,37.9,30,487,0.51,16.1,20.3,431,45.1,0.43,5.1,239,9.5,3393,2.6,64.5,2.3,20.1,77.2,298,14.19,0.99,3.73,3.19,1.27,2.06,69.39,40546018.94,4145543.32
1147,3.4,14,47,708,2.2,0.2,0.1,13.3,62.4,30.8,575,23,31.8,40,587,0.1,16.8,26.8,588,38.2,0.47,3.3,237,7.9,4481,2.5,100.5,0.89,20.2,70.1,330,14.56,1.65,4.61,2.66,1.52,1.88,67.58,40547788.91,4145553.274
122,3.8,17,28,527,2.4,0.2,0.1,17,76.3,42,920,14,27.9,39,738,0.6,13.8,35.2,572,25.6,0.34,3.6,277,7.1,4959,2.5,111,1.2,18.8,69.3,297,14.41,2.44,5.87,2.09,1.57,2.12,65.22,40550443.87,4145568.909
75,2.3,9.7,14,687,1.9,0.2,0.05,14.9,104,31.4,815,8,28.8,21,670,0.5,13.7,43.1,608,27.7,0.25,2.9,361,7.1,4554,1.9,103.5,0.69,18.5,67,287,14.41,2.89,5.64,2.03,1.67,2.64,65.03,40552213.85,4145579.802
84,2.8,1.7,18,502,1.6,0.25,0.05,19.7,93,37.7,1180,14,23.9,29,871,0.34,15,47.2,760,25.6,0.23,3.3,299,8,5642,2.4,119.5,0.38,21.8,84.2,461,15.19,3.2,7.2,1.75,1.77,2.41,62.95,40553983.82,4145591.07
141,2.6,2.3,23,678,1.7,0.21,0.04,16.4,93.6,30.1,585,8,41.7,26,644,0.46,15,40.6,629,20.9,0.28,2.8,315,8.2,4878,2.1,106.1,1.3,20.1,61.9,354,14.66,2.7,5.76,2.1,1.67,2.53,65.95,40555753.8,4145602.714
35,3.4,2,26,658,1.6,0.15,0.04,16.3,70.3,28.7,460,16,30.7,27,604,0.62,13.2,32.3,704,21.5,0.23,2.5,314,7.1,4732,2.6,106.1,0.93,19.6,56.7,368,14.68,2.51,5.69,2.22,1.8,2.33,65.69,40558408.78,4145620.885
54,4.6,9.9,28,1404,1.5,0.17,0.05,6.7,37.9,14.3,281,48,19,14,345,0.34,10.3,11.8,453,23.6,0.31,2.1,469,7.3,2805,1.2,54.1,0.94,15.8,32.9,371,12.45,1.63,2.48,3.08,1.01,2.61,71.62,40512388.02,4146535.448
38,6.2,3.8,30,1099,1.6,0.14,0.03,7.3,40.3,14.6,285,30,42.2,20,385,0.31,12.5,14.8,411,24.4,0.3,2,298,6.9,2791,0.87,55.9,0.94,16.9,32,338,12.67,1.21,2.67,3.1,1.07,2.21,71.58,40514157.74,4146538.265
36,7.6,54,48,1019,1.7,0.18,0.05,11,54.8,26.1,374,28,43.5,24,593,0.4,13.3,19.8,482,25.6,0.38,2.6,319,8.3,3578,1.3,70.2,1.2,18.5,52.2,345,13.66,2,3.86,2.73,1.4,1.9,67.68,40515927.46,4146541.458
327,6.2,61,35,1272,1.7,0.31,0.06,9.4,47.7,33.5,333,17,40.3,20,443,0.91,12,17.6,481,89.6,0.5,2.1,410,9,3383,1.2,65.2,1.4,17.7,55.5,371,13.13,1.7,3.6,2.8,1.24,2.27,69.29,40517697.18,4146545.027
473,5.2,29,30,1155,1.7,0.27,0.06,8.8,41.7,42.6,321,29,27.2,21,383,0.86,11.9,16.2,486,119.7,0.37,1.8,411,8.9,3366,0.91,64.9,0.94,16.9,50.1,388,13.07,1.66,3.41,2.69,1.26,2.25,69.8,40520351.76,4146551.084
33,4.8,9.3,34,1022,1.6,0.2,0.03,8.9,49,17.1,400,29,30.4,22,405,0.41,11.1,17.3,513,22.6,0.3,2.4,439,7.8,3341,1.6,65.5,1.2,15.1,41.6,342,14.03,1.7,3.3,2.78,1.4,2.1,68.71,40522121.48,4146555.592
65,4.2,116,38,935,1.6,0.62,0.04,9.3,46.4,39.1,395,36,36.9,23,412,0.54,12.4,18.3,453,30.3,0.23,2.3,451,7.1,3359,2,64.5,1.6,17.7,52.7,352,14.66,1.67,3.4,2.81,1.42,2.53,68.77,40523891.2,4146560.475
53,4.5,38,30,1034,2,0.4,0.04,8.4,57.2,23.9,385,99,26.1,21,433,0.34,11.5,15.8,517,28.7,0.2,1.8,455,6.9,3200,1.6,62.4,1.1,16.4,52,344,14.13,1.65,3.08,2.84,1.44,2.19,68.65,40525660.93,4146565.734
62,4.8,26,31,831,1.9,0.17,0.09,10.3,54.1,28.2,500,65,25.5,17,450,0.25,12.5,20.4,606,29.1,0.28,2.7,491,7.5,3588,2.1,70.4,0.94,16.2,108,321,14.36,1.93,3.91,2.5,1.5,2.21,67.3,40528315.51,4146574.326
36,6.6,8.9,33,879,1.9,0.15,0.03,9.3,52.1,21.8,345,71,27.9,22,470,0.37,12.9,18.7,470,20.8,0.34,2.1,339,6.5,3464,1.8,67.6,1.3,16.9,44,287,13.28,1.28,3.43,2.71,1.42,1.91,69.97,40530081.23,4147690.411
18,5.9,2.2,33,930,1.7,0.14,0.01,10.5,58.6,23,385,72,49.7,12,466,0.49,13.8,22.3,440,24.6,0.47,2.1,405,8.4,3695,1.9,90.8,1.3,18.2,50.7,398,14.6,1.34,3.86,2.66,1.4,2,68.17,40531850.72,4147696.985
20,5.9,3.6,44,852,1.5,0.23,0.01,9.4,57.4,22.3,345,38,38.7,12,506,0.41,14.7,22,476,21.9,0.34,2.7,306,8.8,3699,1.7,71.7,1.3,18.8,44.4,308,13.52,1.37,3.76,2.68,1.49,1.96,69.42,40533620.21,4147703.935
18,5,3.5,31,874,1.5,0.21,0.01,11.6,72.3,35.2,450,51,40.6,18,419,0.73,13.5,28.2,541,19.8,0.23,2.3,369,8.3,3914,2,92.4,2,18,49.2,325,14.17,1.76,4.08,2.55,1.8,2.18,67.77,40536274.45,4147715.065
16,4.5,23,23,905,1.5,0.23,0.02,11.5,63.9,30.7,515,49,41.4,16,454,0.44,12.5,24.6,505,24.6,0.23,1.8,471,8.1,3979,1.4,92.9,1.3,16.9,61.4,302,14.92,2.15,4.43,2.46,1.69,2.57,66.36,40538043.95,4147722.954
25,3.8,175,14,1296,1.1,0.11,0.03,7.5,46.2,30.5,500,44,42,8,398,0.4,12.5,16.7,589,44.3,0.17,1.9,597,8.4,2797,1.6,52.3,0.69,16.3,93.8,261,14.73,1.88,3.3,3.26,1.24,3.22,67.83,40539813.44,4147731.219
1368,7.5,380,33,928,1.7,0.31,0.33,9.6,55.8,63.3,345,70,42,20,410,0.56,13.8,19.9,362,103.5,0.28,4.9,337,8.5,3208,2.2,59.8,0.94,17.2,132.8,276,13.49,1.21,3.76,2.83,1.21,2.48,69.91,40541582.94,4147739.859
558,3.7,560,26,1238,1.8,0.15,0.47,12.9,55.4,104.8,450,18,29.5,22,462,1,13.8,20.2,531,136.5,0.37,3.2,351,10.9,3157,3.6,59.9,2.3,17.8,140,233,14.28,1.16,5.77,3.02,1.09,2.35,66.89,40544237.19,4147753.525
309,4.9,360,47,1071,1.8,0.34,0.09,9.9,61.7,54.4,385,20,37.1,28,443,0.37,13.2,21.8,447,72.1,0.37,5.2,279,8.3,3520,2.9,67.3,1.5,17.7,74.6,277,13.98,1.09,3.97,2.93,1.26,2.18,69.61,40546006.68,4147763.105
399,8.7,380,52,997,2.3,0.36,0.09,10.4,55.1,49.3,405,18,31.6,30,419,0.31,14,19.1,556,53.4,0.34,4.3,251,8.6,3468,3.1,68.1,1.6,18.7,70.4,289,13.96,0.96,4.27,3.03,1.31,1.96,69.44,40547776.19,4147773.06
232,5.2,198,33,860,2.1,0.31,0.07,13.2,67.7,42.8,530,14,30.8,30,537,0.43,13.4,29.8,542,33.1,0.2,3.9,290,7.6,3824,2.6,92.3,2,19,61.2,305,13.92,1.94,4.84,2.56,1.39,2.14,67.58,40549545.69,4147783.392
89,2.8,5.1,30,787,2.3,0.1,0.05,14.4,72.1,38.2,815,23,44.6,35,655,0.25,14.1,34.3,800,38.2,0.31,2.8,413,9.1,4650,3,104.8,1.1,20.7,76,434,14.88,2.19,5.34,2.44,1.5,2.14,65.8,40552199.95,4147799.593
90,3.8,4.4,29,644,2,0.15,0.06,16.4,77.9,34.3,750,1034,35.3,30,691,0.14,13.1,38.9,728,32.9,0.31,2.7,381,6.9,4493,2.2,104.3,1.4,18.3,78.8,348,14.83,2.42,5.57,2.22,1.65,2.14,65.09,40553969.45,4147810.864
49,2,2.5,23,751,2.2,0.2,0.05,14.6,85.3,37.7,810,11,40.9,30,703,0.07,14.6,37.7,834,24.4,0.41,2.9,372,7.8,4540,2.8,105.8,0.85,19.1,66.2,332,15.15,2.4,5.59,2.31,1.67,2.3,64.99,40555738.96,4147822.51
101,4.7,27,29,713,1.9,0.21,0.04,14.1,66.3,30.7,540,14,29.6,33,642,0.75,14.2,29.4,577,25.3,0.41,2.8,281,7.9,4341,3.1,101.1,1.4,19.6,61,323,14.96,2.02,5.21,2.38,1.62,2.07,66.31,40558393.23,4147840.684
51,4.7,3,32,1189,1.7,0.15,0.04,7.4,42.6,15.2,253,41,36,20,406,0.43,12.7,15.9,306,24.8,0.33,2,314,7.6,3032,1,58.7,1,17.5,33.8,356,12.81,1.63,2.65,2.98,1.06,2.07,70.98,40514153.97,4148758.032
94,8.1,16,34,1307,1.6,0.31,0.05,9.6,42.6,33.7,301,37,41.2,19,575,0.46,12.2,21.2,436,33.1,0.46,4.3,383,7.4,3061,0.82,61.5,1,17.8,51.7,311,13.9,1.74,3.51,3.01,1.26,2.17,68.41,40515923.22,4148761.225
47,7.4,3.6,38,1077,2.5,0.2,0.04,10.4,51.5,17.3,313,33,42.7,24,517,0.41,12.9,21.6,374,21.2,0.46,2.7,324,7.3,3544,1.6,71.1,1.3,18.3,44.7,391,14.43,1.3,3.67,2.56,1.49,1.69,68.05,40517692.47,4148764.795
35,5.6,2.4,29,1234,1.7,0.17,0.05,9.4,47.5,16.8,309,28,50.9,20,484,0.43,12.3,17.9,500,24.4,0.34,1.7,444,7.5,3431,1.4,67.3,1,17.7,47.2,354,13.81,1.81,3.55,2.77,1.4,2.21,68.45,40520346.34,4148770.853
33,5.3,3.1,40,1150,1.7,0.15,0.02,9.7,58.8,26.2,330,44,45.3,24,506,0.83,12.7,18.8,351,24.8,0.33,3,404,7.9,3643,2,90.7,1.4,17.4,43.6,346,15.3,1.35,3.63,2.75,1.26,1.88,67.79,40522115.59,4148775.361
30,9,8.4,32,965,1.5,0.12,0.04,10.9,56.7,23.1,360,44,43.6,25,459,0.54,13.3,22.4,567,25.3,0.37,2.4,369,7,3697,2.1,91.7,1.3,17.8,58.5,319,14.36,1.39,3.97,2.71,1.49,1.83,68.17,40523884.84,4148780.246
43,5,60,37,1213,1.5,0.2,0.06,9.2,48.8,25.6,385,39,27.7,20,479,0.43,12.4,19.9,586,25.1,0.18,2.7,441,7.8,3479,1.8,67.2,1.1,18.2,65.4,354,14.13,1.41,3.48,2.91,1.34,2.14,69.03,40525654.09,4148785.505
63,5.8,1.5,25,1022,1.6,0.11,0.05,10.2,59.4,28.5,450,45,38.1,20,440,0.73,12.8,21.3,650,29.8,0.34,2.3,538,7.6,3542,2,69.5,1.2,16.9,56,338,14.02,1.86,3.7,2.69,1.39,2.26,68.54,40528307.97,4148794.1
57,3,450,23,1239,1.6,0.14,0.03,8.4,44.1,18.1,490,24,48.7,16,400,0.51,12.1,18.2,718,25.5,0.28,5.1,652,8.6,3293,1.9,61.9,0.69,17.2,51.4,423,13.54,1.93,3.24,2.89,1.34,2.49,69.07,40530077.23,4148800.299
34,5.3,2.9,26,1008,2.1,0.1,0.03,11.8,62.8,19.2,700,50,106.2,24,574,0.37,14.5,27.2,953,25.8,0.25,2.3,606,13.5,3972,2.2,94.9,0.94,20.5,60.5,477,14.34,1.97,4.34,2.55,1.64,2.02,67.04,40531846.48,4148806.874
34,5.7,53,30,898,1.9,0.11,0.04,11.3,60.2,23.4,620,53,80.1,22,504,0.56,15.9,24.6,824,24.2,0.34,2.5,579,11,4078,2.2,95.4,1.05,20.7,57.3,524,14.39,1.93,4.3,2.51,1.6,2.07,67.1,40533615.74,4148813.825
29,6.2,2,29,753,1.6,0.1,0.04,13.3,118.6,23.7,610,36,59.9,26,534,0.62,13.4,38.9,684,21,0.34,2.3,345,8.9,4075,2.5,98.4,1.5,18.4,55.4,331,13.88,1.74,4.43,2.43,2.45,1.72,67.45,40536269.62,4148824.955
27,4.6,3.6,30,907,2,0.14,0.05,10.7,65,20.4,525,39,75.1,24,445,0.54,14.1,25.4,607,26.8,0.38,2.2,414,10,4011,1.7,94.8,1.4,18.9,59.5,392,14.3,1.88,4.23,2.65,1.75,2.03,67.32,40538033.81,4149942.738
24,3.8,1.9,31,875,1.7,0.11,0.04,9.7,65,20.4,525,48,40.2,24,408,0.51,13.7,23,507,26.2,0.3,2.5,416,8,3621,1.8,69.3,1.1,17.3,57.5,304,14.24,1.66,3.68,2.68,1.62,2.27,68.52,40539802.84,4149951.005
48,3.9,6.2,40,697,1.7,0.1,0.05,9.1,52.3,19.9,410,54,42.6,26,431,0.6,12.7,16.4,535,21.6,0.34,3.6,317,6.8,3515,1.8,68.4,1.1,11.4,45.6,267,13.86,1.32,3.54,2.84,1.45,2.15,69.33,40541571.86,4149959.647
194,5.9,1.9,54,1028,1.9,0.21,0.12,10.8,62.4,39.8,420,36,26.9,30,480,0.75,15.1,20.3,610,141.7,0.37,3.3,301,9.6,3919,3.2,92,1.5,19.1,86.2,299,14.39,1.25,4.16,2.81,1.39,2.18,69.12,40544225.4,4149973.315
296,6,320,45,807,1.5,0.3,0.14,10.9,64.3,47.1,385,20,41.1,28,519,0.75,13.6,22.5,545,78.6,0.37,3.4,248,8.8,3848,2.4,91.8,1.3,17.7,97.6,285,14.66,1.14,4.18,2.85,1.52,2,68.84,40545994.43,4149982.897
280,3.8,300,43,929,1.7,0.23,0.05,10.6,55.9,27.9,370,14,27.3,28,490,0.62,15.4,20.9,474,36,0.3,3.4,267,9,3663,2.3,71.4,1.8,19.2,63.7,296,14.45,1.23,4.01,2.81,1.47,2.02,68.77,40547763.46,4149992.854
157,5.8,130,33,957,2.2,0.1,0.04,12.4,70.3,60.5,585,23,33.6,30,526,0.43,13.6,27.6,551,30.5,0.25,3.1,337,9.1,4040,2.6,95,2.1,19.3,60.6,341,15.24,1.9,4.47,2.6,1.57,2.06,66.66,40549532.49,4150003.187
101,4.2,24,30,1005,2.7,0.14,0.04,13,79.5,62.2,1050,20,106.4,32,587,0.62,15.8,42,1214,33,0.34,3.1,547,11.4,4425,2.5,102.2,1.7,21.7,79.7,436,14.71,2.29,5.11,2.66,1.82,2.04,65.61,40552186.04,4150019.392
77,4.8,6.4,31,1022,2.7,0.15,0.04,10.2,62.7,25.8,875,16,76.1,28,576,0.43,16.8,29,919,37.6,0.43,2.9,515,10.9,4124,2.8,96.5,1.5,21.3,64.9,439,14.73,1.65,4.27,3.01,1.4,2.14,67.64,40553955.08,4150030.665
51,4.7,4.6,30,812,2.4,0.05,0.03,11.1,67.2,21.7,750,30,58.4,30,553,0.37,15.7,27.8,748,32.2,0.3,6.1,366,10.1,4006,2.6,93.7,1.2,20.7,61.1,386,15.32,1.73,4.34,2.97,1.57,2.42,67.21,40555724.11,4150042.313
51,3.8,3.1,32,719,2.3,0.11,0.03,12.4,66.6,21,655,16,46.3,29,635,0.56,14.2,29.9,769,29.3,0.31,3,352,9.1,4152,2.7,97.1,2.8,19.8,56,414,14.39,1.95,4.57,2.63,1.55,2.1,67.21,40557493.15,4150054.338
199,8.2,66,33,1569,1.7,0.46,0.05,6.2,33.5,49.7,281,39,33.4,14,418,0.51,11.2,11.9,393,31.8,0.28,1.6,447,7.2,2896,0.98,53.6,1.4,16.4,45,390,12.56,1.66,2.47,3.04,0.92,2.79,71.64,40515918.98,4150981
51,6.4,2.5,43,1106,1.7,0.18,0.04,8.8,50.6,16.7,317,33,39.3,22,482,0.5,12.5,17.6,400,20.4,0.47,2.3,273,7.8,3323,1.7,66.5,1.3,17.6,37,391,13.79,1.39,3.28,2.75,1.35,2.04,69.67,40517687.75,4150984.57
59,5.5,24.5,42,1056,1.7,0.17,0.04,8.6,44.8,16.1,297,45,46.5,19,435,0.56,11.7,16.5,417,21.3,0.36,2.2,354,8,3265,1.6,63.3,1.2,17.3,39.7,373,13.35,1.41,3.17,2.73,1.24,2.18,70.1,40519456.53,4150988.516
27,6.5,5.6,28,1140,1.5,0.1,0.03,10.1,49.9,19.2,315,44,42.8,25,535,0.51,12.8,18.2,382,21.7,0.25,1.8,364,8.5,3718,1.3,69.9,1.4,17.6,48.7,431,14.24,1.35,3.76,2.74,1.21,2.14,69.2,40522109.7,4150995.139
54,5.1,24,26,1088,3.7,0.11,0.13,9.5,52.7,28.1,330,54,33.5,20,439,0.56,12.1,20,736,25.7,0.27,2.7,421,7.3,3492,1.4,66.8,1,17,68.5,394,13.58,1.77,3.6,2.92,1.27,2.25,69.01,40523878.48,4151000.024
46,5,54,28,1027,2.3,0.12,0.03,9.1,51.3,25.1,455,47,40.6,19,424,7.3,12,18.6,1732,22.1,0.27,2.7,507,8.3,3330,2.5,66,1.2,17.5,48.1,373,13.75,1.79,3.53,3.21,1.35,2.15,68.84,40525647.26,4151005.285
41,6.3,17,26,1128,1.7,0.23,0.03,9.5,55.1,27.6,410,43,53.9,22,453,0.92,13.6,21.3,645,26.5,0.28,2.2,445,9.4,3707,1.8,71.5,1.4,18.7,50,403,13.9,1.66,3.63,2.75,1.4,2.11,68.99,40528300.43,4151013.881
32,7.2,4.8,38,752,1.6,0.1,0.03,11.6,63.6,21.3,400,47,56.8,25,538,0.62,14.5,27.2,514,22.3,0.4,4.2,303,9.8,4052,2.5,96.8,1.7,19.3,45.9,387,13.77,1.28,4.07,2.51,1.6,1.61,69.12,40530069.21,4151020.081
30,5.8,5.4,33,875,2,0.14,0.03,11,54.5,19,490,33,68.5,22,453,0.46,12.8,22.1,722,22.7,0.31,3,517,10.7,3755,1.7,71.5,1.2,17.8,52.1,408,14.47,1.86,3.94,2.67,1.62,2.29,67.83,40531837.99,4151026.657
45,5.4,48,33,845,1.7,0.09,0.05,11.1,61.6,19.7,575,26,58.8,24,543,7,15.4,23.6,851,21.1,0.4,2.8,509,10.3,4036,2.6,93.1,1.2,19.6,56.6,407,14.36,2.04,4.31,2.68,1.67,2.33,67.43,40533606.78,4151033.609
38,6.3,3.7,33,774,1.9,0.1,0.04,11.7,60.8,21.7,575,56,54.3,24,509,1.04,15.1,23,849,24.8,0.43,3,475,9.8,4069,2.3,94.5,1.2,19.5,61,413,14.39,2.05,4.31,2.65,1.7,2.26,67.19,40536259.96,4151044.742
33,5.8,3.7,32,1042,1.6,0.1,0.03,11.8,76.8,23.3,540,176,65.3,30,478,0.54,14.4,26.9,544,31.2,0.37,3,461,10.6,4074,2.2,95.2,1.2,19.5,60,388,15.68,1.42,4.14,2.8,1.64,2.14,67.02,40538028.74,4151052.633
38,6.4,2.4,36,846,1.5,0.1,0.04,10.7,66.2,21.4,450,40,59.1,22,414,0.54,14.1,22.5,517,22.6,0.4,3.6,337,8.8,3900,1.8,91.4,1.2,18,54.7,320,14.15,1.38,3.88,2.81,1.55,2.23,69.22,40539797.53,4151060.901
42,4.8,3.1,29,729,1.7,0.14,0.05,10.4,60.3,20.3,480,36,52.8,24,430,1.45,14.5,23.1,505,23,0.34,2.5,309,8.8,3962,1.9,92.4,1.3,18,52.6,322,13.9,1.32,3.84,2.68,1.54,2.07,69.57,40541566.32,4151069.544
61.5,6.5,13.3,45.5,950,2.7,0.2,0.05,10,59.8,26.1,391,68,43.7,32,488,0.4,15.7,24.5,520,29,0.64,5.2,286,8.3,4108,2.1,82.9,1.5,22.6,50.6,385,14.17,1.11,3.63,2.98,1.19,2.18,69.91,40544219.51,4151083.213
90.5,7.5,79.3,45,884,2.3,0.18,0.06,9.9,99.7,29.5,395,40,39.3,29,517,0.52,12.4,23.8,427,36,0.46,3.4,303,7.6,3584,2,63.5,1.28,19.5,61.9,275,14.51,1.48,3.86,3.16,1.19,2.41,68.02,40545982.17,4152202.696
138.5,5.3,9.65,42,899,2.4,0.18,0.06,10.2,54.8,19.9,485,31,44.6,28.5,450,0.56,10.7,25.3,526,30.4,0.43,3,323,7.5,3761,2.1,74.4,1.49,19.5,58.3,300,14.26,1.42,4,3.1,1.19,2.38,68.82,40547750.73,4152212.656
130,3.6,5.4,23,1297,2.7,0.15,0.07,13.2,85.5,20.2,1088,36,120.7,13,589,0.36,16.1,43.8,1270,38.6,0.36,2.9,728,16,4998,2.9,96.7,1.13,25.4,86.3,437,16.6,2.53,5.07,3.09,2.18,2.73,64.39,40549519.29,4152222.991
