Ag,As,Au,B,Ba,Be,Bi,Cd,Co,Cr,Cu,F,Hg,La,Li,Mn,Mo,Nb,Ni,P,Pb,Sb,Sn,Sr,Th,Ti,U,V,W,Y,Zn,Zr,Al2O3,CaO,Fe2O3,K2O,MgO,Na2O,dx,dy,FAC1_1,FAC2_1,FAC3_1,FAC4_1,FAC5_1
.924197959660119,-.792286587350018,-3.02341099537198,.844115411351875,3.86227633471038,-2.11971067745808,-4.40362473226966,-5.84488712033906,-.3839735094828,1.2081716113659,.225100187734635,3.11588374258176,.206506499847912,.755744611223803,.294829992596324,3.84917687217647,-3.93933605310922,-.570804967683678,.0530292573421977,3.52908399712113,1.06824139553983,-3.53115989089984,-1.88183148328866,2.36058369118856,-.364652668233799,5.84333307390547,-1.52251057030338,1.92713523060349,-2.00677043869696,.685003758072733,1.28820767722807,4.04552969397835,1.0067143770408,-.345340725878936,-.0458108928815656,-.859519030970361,-1.50331600494077,-2.47250975338532,40484824.271,4072181.966,-.0475672505430131,-.476845868621323,.397594964736038,-.102477194323911,.342558700949164
1.14158752558606,-.554298010014113,-2.9328009634172,.495785233961375,3.63790838507524,-2.10854102149746,-4.38461678004827,-5.58196369785377,-.152296399710777,1.45200048149366,.597960853676384,2.92650856306996,.315412105869363,.59534597645065,.351881332428986,3.84121142949262,-3.75971609581867,-.710671146900984,.711128722185174,3.64817347711979,.975764067936145,-3.7781077700788,-1.83660237902338,2.1545652492791,-.858201085377906,5.88593599242023,-1.81092681262608,2.31854200136137,-2.06694138076024,.680505611615917,1.25934253345455,3.69595274616515,.982288348877427,-.737901004223058,.0393000255100012,-1.00289802732475,-1.26501907449972,-2.53971489376872,40486609.652,4072178.98,1.19245937160108,-.0594824807862232,.149675805798036,.493394689653715,-1.05066371931444
.541670817223402,-.546043352060069,-3.17592306706311,.149151115363312,3.65865018159668,-2.51327800586034,-4.78359429317013,-5.34744507352441,-.136918730365968,1.5254544270638,.564202599326332,2.99444861743102,-.567197336581571,.674792841727604,.0970535310441291,4.75556320101937,-3.66764487536335,.0392370170477395,.924668316896552,3.48679581172295,.740661343945186,-3.82687072377622,-2.28538997109085,1.84861295283254,-.826847890768482,6.24658841149117,-1.50157132419692,2.18254403634227,-1.69286240044065,.602464270660888,1.57883820198007,4.51694238228594,.872449374067065,-.799983087053197,.254890365292658,-1.20623958804263,-.682348548084972,-2.64921696791945,40488395.033,4072176.368,2.52960728244757,-.997992945403039,.0953972821370761,.997483745956808,-.134234009088029
1.50709126756624,-.689616668909863,-3.5505430224016,.152113296253503,4.27315425505624,-1.94198764292151,-4.45299142593259,-4.9482712663437,-.841426194793485,1.1962029984469,.643328225205199,2.84606628721229,-.288623298963403,.527043668498162,.24227147540275,3.84422036515806,-1.79130921845577,-.444687167893262,.415899370569949,3.73973814702667,.953603494822335,-3.91814992336435,-2.06525820877537,2.55756405838857,-.877479105115049,5.70829345252433,-1.51394453416337,2.20707770447729,-2.17817581754537,.749715110093867,1.36055716824566,4.11692895458817,1.07251957990395,-.96669165697603,-.0295557612542644,-.671861604676067,-1.89492322470907,-2.35775020647143,40491073.103,4072173.15,.200435629542489,-.398068045270977,-1.1081117187331,2.24105393780418,-.812107874065411
1.23277213679501,-.481336372060034,-3.33655535932766,.981425861557558,4.42746287312984,-1.86796543936662,-4.32928009659371,-6.51389517945185,-2.27306027888097,1.2659926965002,.404818549923867,2.76438189203399,.379862552041009,.622327408513392,.469790222823001,3.8383365773877,-3.87310222854456,-.599770053642348,-.497492589735518,3.5270586050387,1.14067203164682,-3.76238874454256,-1.73398203947549,2.96259009498942,-.631717009978887,5.82992956760556,-1.72138165045713,1.94840935018037,-2.19419955592702,.620940465800757,1.23604493960861,4.35437095308953,1.21361848922746,-.89192614475923,-.0869570524705638,-.668639770364599,-2.12757730949903,-2.38336090264509,40492858.483,4072171.471,-1.7543265005229,-.785239130613205,-.300078090002319,-.361016925330534,-1.54538625744129
.922916535525704,-.0776480926170641,-2.33297542214328,.677796830725008,4.24386199327932,-1.81920753464113,-4.32047653018151,-5.75909863779639,-.465187041978132,1.174317649824,.70771069494222,2.9127906982802,.780133288630922,.598986860991876,.405467137991767,3.49977751969169,-3.33149116733095,-.892498734322009,.279823202280357,3.56375731869285,1.04961367609576,-3.5395077825292,-1.84257785850333,3.2193578901451,-.967973291432718,5.79341533273986,-1.58195411336283,2.16027400781729,-2.2028931573858,.611329327762212,1.41868057435919,3.66313665306608,1.24939425010092,-.686164682464796,.100256281119736,-.720391393992678,-2.12831788389271,-2.28114470211161,40494643.862,4072170.165,-.0216240146334392,.17748678243655,.27482598111734,.594156454902925,-1.31970165551098
1.08656419455084,-.443079560081926,-3.86896445794492,.527700034069403,4.97396868990732,-1.77466739453253,-4.57932325892889,-5.42897291331772,-2.08399443990106,1.03995072905451,.500030320393684,2.74492952168611,.62030880269842,.301508117530774,.243404043816573,3.93243919394482,-3.69067642552975,-.717424744166228,.360571888626847,3.35163370048473,1.3306742654823,-3.73410590332073,-2.02776622680582,3.56561956318047,-.721321755941049,5.6560583590304,-1.87421731430566,1.71587166438084,-2.39377240086,.463803004279958,.738782327183252,3.8625953316514,1.30942499222665,-.712264514270606,-.427061983493345,-.417648726326092,-2.69039758634418,-2.16005385447916,40496429.242,4072169.232,-1.41731141255859,-1.22607697191946,-.616776655250676,.0368014556406091,-1.85502268012841
1.09333541307834,-.599907164645031,-2.68323882389189,.655716503847655,5.20174406856107,-1.50913494473639,-4.41261278398632,-5.44220761604224,-.500474199005391,.899132359906209,.257584853356169,2.60540784206731,.591095029182379,.386721309090464,.266227393295775,3.99530233933285,-3.54824743373431,-.68436325055054,-.194325730867822,3.12074924770604,1.61343709555852,-3.63780172827742,-1.71503212635487,3.84102330278522,-.667026609621179,5.54245980458149,-1.92368794974003,1.70806555110021,-2.41211034829306,.507433603001804,.482429903119102,4.06047723202244,1.40892196839562,-.773810806628873,-.563862487788224,-.276319569359708,-2.86206187344691,-2.14091295335331,40499107.31,4072168.532,-1.49305326715128,-1.77786938904313,-.463203121438981,.632184353100213,-1.61689157532443
.746932937213256,-.989905287450817,-2.70774176253138,.792351216465752,3.69863805229123,-2.11627730026654,-5.05855046247895,-6.15013152879768,.150842663115802,2.07913236093941,.668313093251869,2.88323038451162,.270179711312497,1.01057109829708,.321459106466869,4.04729476477286,-4.2945249245462,-.0752859839477532,1.28900841422338,3.0312972713462,.538702006359752,-3.75195142583636,-1.77545476501166,2.33233898620781,-.601322534494945,5.9833841214289,-1.58069680120889,2.45845659693406,-1.97516437186308,.896036046325093,1.22203355925048,3.91830334021936,1.01968931647352,-.662590112713455,-.117976339136621,-.989178923914721,-1.37113706716894,-2.59393840252206,40476796.08,4074419.536,2.4275068820431,-.221656049905137,.444715624799878,-1.26707625734651,-1.26702612012062
.904522532466803,-.949287030122035,-2.57256863361081,.393177515425079,3.80190229146543,-2.23215456435953,-4.27060620506974,-5.35949755258567,-.26909647180605,1.64495397760044,.45147534044893,3.34339331378349,-.217939149020755,.917876585212765,.441878300794546,4.05477382746062,-3.68306412732092,.0357800617733831,.861763309340851,3.46663362743712,.776199918885854,-3.65949115718539,-1.92596999886833,2.35575542776981,-.677498857154998,5.7072536487918,-1.60693637320164,2.15241326915677,-2.1934208060049,.817233563321155,1.51884910813059,3.58203386023902,1.00934244681057,-.0940504285441929,.114612754860454,-.836738007345972,-1.27007008278603,-2.57671559522456,40484828.215,4074401.481,1.33924796489862,-.0788175570509892,-.231680838997104,.603264642890122,.563205148026004
