Coor_X,Coor_Y,Z,Ag,As_,Au,B,Ba,Be,Bi,Cd,Co,Cr,Cu,F,Hg,La,Li,Mn,Mo,Nb,Ni,P,Pb,Sb,Sn,Sr,Th,Ti,U,V,W,Y,Zn,Zr,Al2O3,CaO,Fe2O3,K2O,MgO,Na2O,SiO2,row,col
40512406.14,4134326.87,0,0.543016,0.552845,0.511155,0.577407,0.565452,0.568014,0.554553,0.532422,0.589724,0.583732,0.554262,0.575328,0.566547,0.588593,0.579677,0.572734,0.566799,0.584223,0.598279,0.58233,0.540488,0.577476,0.575024,0.570515,0.578538,0.574483,0.578061,0.583042,0.568983,0.579016,0.571214,0.576547,0.570819,0.583016,0.578573,0.566887,0.586079,0.565201,0.569061,99,79
40514178.45,4134329.684,0,0.532324,0.543259,0.500455,0.567158,0.555002,0.557926,0.544281,0.520675,0.5795,0.573038,0.54366,0.564992,0.5468,0.577502,0.569025,0.562224,0.557558,0.573646,0.587306,0.57223,0.530883,0.565898,0.564648,0.560185,0.567521,0.563596,0.566645,0.572243,0.558959,0.56843,0.560457,0.565514,0.560379,0.571612,0.567937,0.556826,0.574587,0.555153,0.558423,99,80
40516836.91,4134334.609,0,0.509325,0.519382,0.481166,0.542866,0.532341,0.534329,0.522093,0.494988,0.555625,0.549875,0.520528,0.540907,0.533325,0.553655,0.545639,0.539706,0.534871,0.549467,0.564105,0.551741,0.507659,0.541752,0.541271,0.53895,0.543132,0.540726,0.542727,0.54975,0.534958,0.544689,0.537616,0.54158,0.537911,0.549054,0.545582,0.533694,0.550626,0.53286,0.534943,99,81
40518609.22,4134338.362,0,0.363146,0.385284,0.311918,0.396221,0.386615,0.391043,0.373267,0.387673,0.407717,0.405993,0.376897,0.389272,0.379253,0.398853,0.388325,0.395867,0.387309,0.405218,0.406422,0.376781,0.382211,0.391621,0.396249,0.378163,0.390782,0.39261,0.393231,0.39127,0.399245,0.400573,0.379485,0.396064,0.387392,0.390622,0.390936,0.387255,0.395225,0.385952,0.390998,98,0
40520381.52,4134342.489,0,0.383644,0.404456,0.334919,0.416498,0.407378,0.411173,0.394234,0.406669,0.428237,0.428061,0.397942,0.410386,0.408545,0.421182,0.409605,0.418008,0.407587,0.425965,0.429024,0.40112,0.401437,0.413093,0.418162,0.400014,0.411839,0.414936,0.414887,0.414486,0.41901,0.42168,0.401729,0.416962,0.409381,0.41518,0.413875,0.407983,0.418681,0.406682,0.411907,98,1
40522150.9,4135456.855,0,0.406905,0.426867,0.360132,0.439475,0.430765,0.434069,0.41809,0.429031,0.451209,0.452097,0.421541,0.43419,0.431281,0.445589,0.433443,0.442344,0.430692,0.449337,0.453462,0.427469,0.423901,0.437032,0.442366,0.424154,0.435409,0.439376,0.438959,0.439508,0.441657,0.445258,0.426435,0.440496,0.433697,0.44157,0.438901,0.431373,0.444104,0.429994,0.435361,98,2
40524809.01,4135464.314,0,0.418814,0.4381,0.374,0.451153,0.442874,0.445784,0.430934,0.440417,0.462906,0.464575,0.43368,0.446892,0.434213,0.45858,0.445887,0.455405,0.442979,0.461279,0.466189,0.442432,0.435234,0.449723,0.455044,0.436818,0.447777,0.452393,0.451737,0.453011,0.453109,0.457534,0.439645,0.452714,0.446655,0.456471,0.452576,0.443505,0.458236,0.442003,0.447492,98,3
40526581.09,4135469.756,0,0.424139,0.442867,0.381426,0.456273,0.448433,0.45101,0.437377,0.445451,0.46806,0.47037,0.439227,0.453144,0.449623,0.464955,0.45172,0.461975,0.448988,0.466568,0.472144,0.450861,0.440126,0.455886,0.461038,0.44282,0.453665,0.458796,0.457981,0.45989,0.458066,0.463246,0.446211,0.458394,0.453033,0.464717,0.459692,0.449106,0.46589,0.447456,0.45306,98,4
40528353.16,4135475.572,0,0.431541,0.449815,0.391127,0.463397,0.455986,0.458243,0.445848,0.452662,0.475141,0.478066,0.446895,0.461356,0.466169,0.473222,0.459553,0.470544,0.456988,0.473812,0.479993,0.461342,0.447201,0.463999,0.468989,0.450795,0.461552,0.467123,0.466203,0.46872,0.465068,0.470897,0.454842,0.466143,0.461374,0.474824,0.468755,0.456717,0.475521,0.454919,0.460632,98,5
40530125.24,4135481.765,0,0.448894,0.466889,0.41084,0.480336,0.473287,0.475235,0.464005,0.469888,0.491858,0.495393,0.464587,0.479182,0.458183,0.491048,0.477189,0.488777,0.474525,0.49084,0.497523,0.481558,0.464366,0.481754,0.486717,0.46851,0.47915,0.48508,0.484124,0.487196,0.48194,0.488208,0.473401,0.483812,0.479393,0.49437,0.487422,0.474105,0.494737,0.47217,0.47799,98,6
40532783.36,4135491.756,0,0.440875,0.458325,0.406198,0.471701,0.465885,0.467398,0.457689,0.46217,0.483394,0.487593,0.457353,0.47187,0.450225,0.48383,0.469598,0.482484,0.468685,0.482072,0.489682,0.477102,0.456535,0.474412,0.478882,0.461594,0.471655,0.478014,0.477038,0.480774,0.47326,0.480356,0.466616,0.476286,0.472631,0.489155,0.481155,0.46658,0.489278,0.464726,0.470313,98,7
40534555.44,4135498.887,0,0.431306,0.448004,0.400919,0.459662,0.454968,0.455997,0.448736,0.452801,0.470408,0.474452,0.446297,0.461166,0.434835,0.472045,0.45848,0.471558,0.459618,0.46953,0.476848,0.469503,0.446586,0.463397,0.467363,0.450943,0.460495,0.466716,0.465868,0.470011,0.462002,0.468583,0.456927,0.46542,0.461827,0.479308,0.471183,0.455538,0.478977,0.45371,0.458945,98,8
40536327.52,4135506.393,0,0.442681,0.458912,0.413552,0.469742,0.46626,0.467001,0.460019,0.464006,0.481657,0.487572,0.459106,0.472264,0.462076,0.484348,0.469974,0.485129,0.472231,0.481099,0.491515,0.483875,0.456529,0.474582,0.479587,0.462447,0.471332,0.479581,0.477657,0.484587,0.47296,0.480346,0.469593,0.477508,0.473985,0.491424,0.484931,0.466834,0.493623,0.465082,0.470667,98,9
40538099.6,4135514.274,0,0.459805,0.47798,0.426437,0.486857,0.483505,0.484764,0.476613,0.482537,0.498189,0.505588,0.477391,0.489809,0.46588,0.501457,0.487164,0.503744,0.491176,0.499445,0.509988,0.50073,0.474036,0.491508,0.496918,0.478272,0.488418,0.497349,0.495289,0.502687,0.491335,0.498094,0.486785,0.496589,0.490993,0.505817,0.50283,0.484302,0.512198,0.482174,0.488341,98,10
40540757.73,4135526.799,0,0.450593,0.473266,0.406542,0.479879,0.476848,0.478488,0.468211,0.47796,0.490326,0.497715,0.469705,0.483456,0.47127,0.493256,0.479089,0.49768,0.486924,0.494391,0.501414,0.489352,0.467645,0.483921,0.488263,0.468376,0.481467,0.489574,0.488571,0.493293,0.486067,0.491338,0.477828,0.492004,0.482369,0.493045,0.494206,0.47737,0.504202,0.474496,0.481177,98,11
40542529.82,4135535.618,0,0.475882,0.499666,0.422049,0.504026,0.502557,0.50389,0.492125,0.504323,0.513285,0.520859,0.494285,0.507718,0.482615,0.516274,0.502979,0.521542,0.513868,0.519724,0.523822,0.510917,0.493417,0.507745,0.512257,0.49243,0.505367,0.512832,0.512809,0.51547,0.511125,0.515694,0.501742,0.517917,0.505954,0.513278,0.516779,0.502433,0.525738,0.499263,0.50563,98,12
40544301.9,4135544.812,0,0.502851,0.522757,0.448473,0.526513,0.527825,0.527832,0.516308,0.526401,0.533612,0.543595,0.518947,0.529817,0.507852,0.539556,0.526599,0.543214,0.539766,0.541256,0.546271,0.537274,0.51671,0.530948,0.536862,0.52004,0.527465,0.536045,0.536069,0.539762,0.531548,0.538769,0.526313,0.540752,0.530519,0.53778,0.540626,0.526548,0.546378,0.524347,0.529117,98,13
40546073.99,4135554.382,0,0.523472,0.537023,0.471548,0.540863,0.545848,0.543931,0.5332,0.539974,0.545836,0.559278,0.536384,0.543771,0.529438,0.555666,0.543118,0.557963,0.558174,0.555367,0.561513,0.557078,0.532053,0.54634,0.554018,0.540892,0.541902,0.552289,0.551736,0.557137,0.544955,0.554164,0.544195,0.555744,0.547983,0.555728,0.557292,0.543137,0.559774,0.542056,0.545157,98,14
40548732.13,4135569.441,0,0.580572,0.591568,0.52699,0.594179,0.59981,0.597221,0.585948,0.592909,0.594339,0.611089,0.590617,0.595655,0.607665,0.607331,0.596222,0.608525,0.609131,0.607154,0.612065,0.609726,0.587068,0.599095,0.60769,0.596498,0.594151,0.60422,0.604111,0.608414,0.597079,0.606193,0.597516,0.608338,0.601168,0.608157,0.608871,0.596599,0.608556,0.595872,0.598017,98,15
40550504.22,4135579.949,0,0.608282,0.614804,0.564556,0.618778,0.625861,0.621144,0.611491,0.61334,0.614296,0.636063,0.616449,0.618733,0.623059,0.63253,0.621798,0.632391,0.629816,0.629921,0.635984,0.637892,0.611594,0.624348,0.633833,0.626771,0.618338,0.629472,0.62843,0.634133,0.619892,0.629542,0.624579,0.63206,0.62763,0.636598,0.634468,0.621247,0.63157,0.621766,0.622566,98,16
40552276.32,4135590.833,0,0.649595,0.659166,0.601901,0.660994,0.666649,0.663422,0.650763,0.656943,0.657485,0.674564,0.657148,0.659176,0.67197,0.67053,0.661866,0.669438,0.668778,0.670001,0.674422,0.672735,0.65506,0.664822,0.673393,0.666463,0.658307,0.667797,0.668439,0.670566,0.662201,0.669176,0.662014,0.671314,0.667127,0.672855,0.671525,0.662421,0.667442,0.662523,0.663057,98,17
40554048.41,4135602.091,0,0.674311,0.684729,0.623186,0.685001,0.689897,0.687481,0.67349,0.682671,0.681339,0.695554,0.680128,0.682562,0.695521,0.691014,0.68429,0.689065,0.691686,0.691822,0.695383,0.691524,0.68066,0.687532,0.695316,0.689281,0.6806,0.68779,0.690089,0.690153,0.685475,0.690927,0.682095,0.692274,0.689271,0.693002,0.69163,0.685938,0.686216,0.685876,0.685788,98,18
40556706.56,4135619.683,0,0.704514,0.706783,0.663267,0.709785,0.718117,0.711977,0.700473,0.705691,0.706582,0.72412,0.708423,0.708237,0.739537,0.719214,0.711454,0.717913,0.716162,0.717867,0.726265,0.725084,0.705836,0.713816,0.723044,0.721735,0.706621,0.716086,0.715356,0.720561,0.709434,0.71658,0.711193,0.718016,0.718329,0.727123,0.721113,0.712575,0.714862,0.713703,0.712614,98,19
40558478.66,4135631.881,0,0.731644,0.728579,0.697411,0.733547,0.744071,0.735413,0.725702,0.728134,0.730399,0.749312,0.733253,0.732085,0.745052,0.744152,0.736323,0.743736,0.737814,0.742047,0.752457,0.752999,0.730779,0.738092,0.748498,0.750505,0.730799,0.74119,0.738078,0.746557,0.732725,0.740132,0.737033,0.741736,0.744305,0.755886,0.746692,0.737262,0.7397,0.739142,0.737178,98,20
40500000,4136537.399,0,0.731387,0.727462,0.695558,0.734032,0.743212,0.735378,0.724283,0.72606,0.732264,0.748385,0.732002,0.732354,0.76685,0.743105,0.735208,0.742494,0.738748,0.742846,0.750208,0.749422,0.731335,0.736577,0.74758,0.748416,0.730226,0.739694,0.736151,0.744613,0.733008,0.73965,0.734149,0.740399,0.74265,0.752754,0.744793,0.736645,0.738417,0.737828,0.736477,98,21
40502657.75,4136537.821,0,0.73193,0.728606,0.697576,0.735994,0.744785,0.737351,0.724704,0.728122,0.738438,0.748575,0.731762,0.733898,0.73117,0.743581,0.735818,0.743139,0.741199,0.745268,0.750339,0.747446,0.733636,0.736764,0.748064,0.748705,0.731275,0.739623,0.735778,0.744204,0.735193,0.740983,0.733394,0.741102,0.74291,0.751442,0.744321,0.738093,0.738301,0.738659,0.737694,98,22
40504429.59,4136538.572,0,0.718441,0.719575,0.6744,0.727073,0.731661,0.727386,0.711426,0.718035,0.730628,0.735861,0.718135,0.725496,0.706247,0.730353,0.723009,0.729181,0.731715,0.736642,0.735747,0.727666,0.724463,0.723614,0.734393,0.730898,0.720297,0.725825,0.722076,0.728308,0.727466,0.730372,0.718203,0.729181,0.72811,0.731807,0.729225,0.726321,0.724791,0.72517,0.726005,98,23
40506201.42,4136539.698,0,0.7255,0.725652,0.679091,0.733967,0.737466,0.734134,0.717317,0.72394,0.735706,0.740913,0.723826,0.732733,0.71664,0.735477,0.728839,0.734033,0.739173,0.744737,0.740534,0.729357,0.732559,0.728256,0.739655,0.735052,0.726781,0.730348,0.726906,0.731868,0.735421,0.736753,0.72373,0.734287,0.732736,0.73416,0.733037,0.732427,0.729212,0.73069,0.732007,98,24
40507973.26,4136541.199,0,0.73327,0.728781,0.691166,0.739743,0.743979,0.740539,0.723126,0.725846,0.738793,0.748223,0.731201,0.740216,0.730139,0.743609,0.73594,0.741118,0.746494,0.752422,0.748895,0.738048,0.738315,0.733877,0.747231,0.743,0.732993,0.737846,0.733536,0.740301,0.741409,0.743921,0.732859,0.738837,0.739878,0.742876,0.740813,0.73884,0.737667,0.737119,0.738542,98,25
40510631.01,4136544.155,0,0.729222,0.72034,0.696193,0.733172,0.739809,0.734908,0.719,0.715856,0.731594,0.744219,0.726911,0.735238,0.726138,0.740788,0.731688,0.737246,0.742607,0.747746,0.745663,0.737887,0.732238,0.728492,0.743371,0.741285,0.727827,0.73434,0.728623,0.738237,0.735059,0.739289,0.731284,0.732534,0.736227,0.742426,0.738,0.733832,0.735694,0.732558,0.733568,98,26
40512402.85,4136546.594,0,0.718453,0.708273,0.686822,0.721433,0.730145,0.724547,0.708464,0.706143,0.720221,0.733008,0.714494,0.725433,0.709937,0.73053,0.720733,0.726776,0.732153,0.73727,0.734935,0.728193,0.721914,0.71735,0.732477,0.731363,0.717223,0.72353,0.717488,0.727527,0.724652,0.728761,0.721375,0.721651,0.725888,0.733079,0.727183,0.723551,0.725855,0.722119,0.722843,98,27
40514174.69,4136549.409,0,0.724521,0.715475,0.695968,0.729347,0.738149,0.732354,0.715857,0.70906,0.729054,0.741489,0.720695,0.734395,0.696934,0.739468,0.729876,0.734616,0.737817,0.746646,0.745671,0.737342,0.72881,0.725402,0.740957,0.7398,0.726019,0.732336,0.72516,0.737599,0.732982,0.737102,0.731011,0.729423,0.734258,0.743148,0.736126,0.731147,0.735645,0.729129,0.730519,98,28
40515946.52,4136552.599,0,0.712053,0.707699,0.674227,0.719111,0.727423,0.723466,0.704695,0.702451,0.718371,0.728307,0.707768,0.725009,0.692481,0.72704,0.71873,0.722217,0.728807,0.7373,0.731963,0.721838,0.72113,0.714069,0.728586,0.725558,0.715775,0.719209,0.714762,0.723065,0.724605,0.726681,0.71842,0.718887,0.721688,0.727878,0.722351,0.721067,0.72329,0.717718,0.719531,98,29
40518604.28,4136558.088,0,0.700335,0.699567,0.659357,0.710484,0.718357,0.714596,0.695346,0.694267,0.711956,0.719315,0.697016,0.716558,0.689371,0.71857,0.710006,0.713261,0.719717,0.72911,0.723391,0.712753,0.7113,0.705404,0.718886,0.715056,0.707843,0.710547,0.706898,0.714247,0.71622,0.718192,0.709155,0.710624,0.712263,0.719051,0.713582,0.712117,0.715872,0.707927,0.710362,98,30
40520376.12,4136562.217,0,0.666973,0.670992,0.624462,0.680785,0.688864,0.684562,0.666495,0.665372,0.684864,0.688601,0.664196,0.6866,0.646993,0.689132,0.680072,0.683456,0.689229,0.699229,0.693213,0.68204,0.680649,0.676479,0.688333,0.683812,0.679109,0.680625,0.677819,0.683963,0.687323,0.688739,0.678539,0.682476,0.681934,0.688668,0.68345,0.68222,0.68654,0.677387,0.68022,98,31
40522147.96,4136566.721,0,0.629867,0.631789,0.599479,0.644993,0.653955,0.647456,0.632379,0.62366,0.650687,0.655835,0.62905,0.649323,0.606731,0.657198,0.645961,0.650867,0.652268,0.66311,0.663076,0.651323,0.640349,0.642816,0.655034,0.651689,0.644985,0.648956,0.644826,0.654296,0.649323,0.654064,0.645576,0.647712,0.649011,0.65893,0.652494,0.64635,0.654243,0.642307,0.645025,98,32
40523919.8,4136571.6,0,0.61584,0.618913,0.591076,0.633192,0.641054,0.634147,0.619946,0.608361,0.640074,0.644441,0.616324,0.635669,0.61207,0.646249,0.633938,0.639378,0.637425,0.650433,0.653115,0.638203,0.625042,0.631726,0.643606,0.639024,0.633568,0.63804,0.633859,0.64396,0.636685,0.642266,0.633493,0.635509,0.637074,0.647053,0.641358,0.633397,0.641512,0.629293,0.632503,98,33
40526577.56,4136579.622,0,0.560666,0.567595,0.542136,0.581807,0.589191,0.581482,0.569371,0.553929,0.590712,0.593633,0.563479,0.582597,0.561504,0.5967,0.582336,0.589754,0.584298,0.59793,0.603386,0.58639,0.569882,0.582544,0.592465,0.586812,0.583964,0.588292,0.583891,0.594569,0.584807,0.591666,0.582212,0.585298,0.58604,0.596132,0.59143,0.581133,0.58999,0.577113,0.580832,98,34
40528349.4,4136585.439,0,0.520814,0.533573,0.498341,0.547737,0.551064,0.546086,0.532369,0.516983,0.556591,0.557793,0.526396,0.547463,0.527508,0.561913,0.546631,0.553999,0.547361,0.563275,0.567308,0.546197,0.531691,0.548873,0.556069,0.545867,0.550072,0.553081,0.550302,0.557885,0.551616,0.557499,0.544699,0.551081,0.54873,0.555644,0.554786,0.544695,0.55269,0.53959,0.544902,98,35
40530117.25,4137701.502,0,0.478753,0.49926,0.452362,0.511667,0.511275,0.508648,0.493081,0.480332,0.52085,0.519409,0.486709,0.510119,0.480912,0.524854,0.507675,0.516209,0.507751,0.526169,0.528313,0.502797,0.492059,0.513588,0.517837,0.502703,0.514349,0.515463,0.514617,0.518201,0.516867,0.521168,0.504735,0.515033,0.509296,0.512342,0.515354,0.506442,0.511985,0.500392,0.507029,98,36
40531888.86,4137708.07,0,0.43679,0.469485,0.409723,0.478272,0.474979,0.474922,0.456971,0.446845,0.487831,0.484703,0.450612,0.476565,0.439928,0.491484,0.472058,0.482687,0.472403,0.49297,0.492871,0.465267,0.455994,0.482216,0.482532,0.463277,0.482447,0.481816,0.481973,0.482859,0.48532,0.488538,0.468646,0.483686,0.473609,0.473932,0.480282,0.471914,0.477164,0.464565,0.472593,98,37
40534546.27,4137718.627,0,0.41608,0.457056,0.387803,0.462372,0.457376,0.459233,0.43913,0.431397,0.473318,0.468256,0.432975,0.461103,0.422081,0.475323,0.45487,0.466151,0.456537,0.477303,0.475505,0.446816,0.439686,0.467664,0.465701,0.443965,0.467591,0.465201,0.466659,0.465295,0.470825,0.472876,0.450896,0.468102,0.456235,0.45497,0.46314,0.455608,0.460093,0.447541,0.45614,98,38
40536317.88,4137726.134,0,0.389065,0.435209,0.365269,0.43742,0.431712,0.434227,0.413552,0.404168,0.449703,0.445437,0.40868,0.436819,0.396619,0.452235,0.430399,0.442193,0.433019,0.451567,0.45268,0.425141,0.413193,0.446104,0.441459,0.41995,0.443347,0.441352,0.442715,0.442708,0.445425,0.448071,0.426998,0.443174,0.432476,0.43224,0.440331,0.430642,0.437051,0.422647,0.431394,98,39
40538089.5,4137734.017,0,0.396864,0.44501,0.374929,0.445276,0.4379,0.441436,0.420288,0.412324,0.457562,0.455684,0.41702,0.443295,0.393616,0.459245,0.438368,0.448983,0.439677,0.457834,0.462203,0.433636,0.419455,0.454779,0.448393,0.427502,0.450282,0.448782,0.449042,0.451114,0.45214,0.454704,0.434546,0.449571,0.440372,0.44031,0.448492,0.437755,0.445893,0.429766,0.438777,98,40
40540746.92,4137746.544,0,0.383398,0.431201,0.360547,0.4314,0.423136,0.427122,0.405439,0.398204,0.442736,0.442345,0.403295,0.428754,0.40795,0.44432,0.424539,0.433735,0.426105,0.442178,0.448776,0.419527,0.404328,0.441865,0.433112,0.413126,0.434948,0.433698,0.433999,0.437024,0.437154,0.439395,0.420016,0.434368,0.426353,0.425688,0.434435,0.423433,0.432527,0.414758,0.424167,98,41
40542518.53,4137755.365,0,0.395217,0.44555,0.367171,0.443001,0.432788,0.438301,0.415027,0.409521,0.453943,0.452978,0.414666,0.438702,0.403226,0.453323,0.4346,0.44227,0.437191,0.452177,0.458635,0.427552,0.416669,0.45393,0.442162,0.42227,0.445215,0.442585,0.443367,0.445843,0.447845,0.448681,0.429142,0.444251,0.436077,0.433086,0.443445,0.434054,0.441604,0.424637,0.434617,98,42
40544290.15,4137764.562,0,0.41423,0.463094,0.383762,0.460723,0.450128,0.455539,0.432492,0.427946,0.470812,0.469913,0.432257,0.455174,0.4244,0.469365,0.452205,0.458388,0.454368,0.469524,0.475606,0.444171,0.434465,0.471319,0.458773,0.439467,0.462127,0.459133,0.459965,0.462381,0.465981,0.465013,0.446549,0.461482,0.452982,0.449424,0.459915,0.451508,0.458259,0.441717,0.452002,98,43
40546061.77,4137774.133,0,0.421531,0.466295,0.391278,0.466025,0.456185,0.460553,0.438888,0.433689,0.475664,0.475869,0.438379,0.459999,0.434065,0.474402,0.457802,0.464339,0.459132,0.474968,0.481354,0.451633,0.439979,0.476429,0.464169,0.446813,0.467548,0.465043,0.465022,0.468744,0.470711,0.469941,0.452684,0.466705,0.458855,0.456545,0.465886,0.457018,0.464171,0.447702,0.457709,98,44
40548719.2,4137789.195,0,0.476574,0.518109,0.44464,0.518581,0.508911,0.512161,0.492102,0.486294,0.526722,0.527742,0.492334,0.511146,0.486073,0.525681,0.510558,0.516319,0.510158,0.52798,0.533161,0.504843,0.493406,0.527148,0.516744,0.500896,0.519262,0.517448,0.516731,0.520965,0.523152,0.521635,0.506942,0.519473,0.511015,0.509544,0.517675,0.509277,0.515211,0.500869,0.510365,98,45
40550490.82,4137799.705,0,0.483118,0.519913,0.458994,0.523077,0.515965,0.516549,0.501001,0.488584,0.530915,0.533163,0.498536,0.515392,0.498135,0.532659,0.517058,0.524863,0.513973,0.533409,0.540082,0.51614,0.4974,0.531626,0.523962,0.511413,0.52457,0.524678,0.522017,0.529458,0.52662,0.527183,0.514765,0.524163,0.517861,0.520732,0.525217,0.514483,0.522753,0.507817,0.516257,98,46
40552262.45,4137810.59,0,0.516821,0.54608,0.500761,0.553409,0.547296,0.546132,0.535483,0.51826,0.558642,0.563705,0.529491,0.54517,0.545338,0.564479,0.550074,0.557848,0.542695,0.56439,0.572053,0.551861,0.525919,0.561809,0.556878,0.546329,0.55456,0.557356,0.552827,0.562691,0.556426,0.557903,0.547601,0.554216,0.549604,0.556354,0.557524,0.544727,0.555809,0.539662,0.547693,98,47
40554034.07,4137821.851,0,0.535751,0.559899,0.524202,0.570908,0.565157,0.563245,0.556007,0.535052,0.574738,0.580672,0.547153,0.562384,0.554979,0.582555,0.569003,0.577408,0.558111,0.58195,0.590527,0.572588,0.541917,0.577465,0.575773,0.566321,0.571139,0.575612,0.57012,0.581645,0.572602,0.575727,0.565091,0.570507,0.567615,0.577283,0.575893,0.56164,0.575189,0.557504,0.565408,98,48
40556691.51,4137839.447,0,0.53868,0.561562,0.526076,0.574296,0.567575,0.566378,0.560697,0.539646,0.576698,0.582045,0.549072,0.565549,0.548035,0.58515,0.571632,0.581463,0.55928,0.585074,0.592388,0.575178,0.544208,0.579374,0.578474,0.568643,0.573671,0.577939,0.572651,0.58358,0.574245,0.578976,0.564701,0.572147,0.569519,0.580862,0.577677,0.56382,0.578325,0.559831,0.56818,98,49
40558463.14,4137851.646,0,0.536641,0.557415,0.522656,0.572851,0.565127,0.564747,0.561098,0.540371,0.573487,0.57823,0.54557,0.56435,0.557401,0.582751,0.570024,0.579972,0.555835,0.582879,0.588789,0.571905,0.541626,0.576263,0.57633,0.565851,0.571044,0.574771,0.57057,0.579839,0.571347,0.577029,0.559419,0.56864,0.56648,0.578862,0.574214,0.560882,0.576823,0.557306,0.566036,98,50
40500000,4138757.13,0,0.513982,0.537338,0.498615,0.552927,0.543715,0.544674,0.540346,0.521039,0.55338,0.555112,0.523396,0.544495,0.542358,0.561696,0.548925,0.559381,0.535983,0.561989,0.566933,0.548945,0.521277,0.556274,0.554968,0.542822,0.55077,0.553107,0.549867,0.557716,0.551602,0.556408,0.536215,0.54735,0.544831,0.557771,0.552503,0.539715,0.556044,0.535548,0.545106,98,51
40502657.05,4138757.552,0,0.507245,0.532027,0.48993,0.5479,0.537802,0.539652,0.534672,0.518199,0.548086,0.549055,0.517015,0.539748,0.526162,0.5559,0.543212,0.553951,0.53045,0.556397,0.560585,0.541697,0.516271,0.551447,0.548524,0.53596,0.545189,0.546883,0.544544,0.551138,0.546037,0.55097,0.528669,0.541322,0.538561,0.552721,0.546218,0.533606,0.550426,0.529195,0.539431,98,52
40504428.41,4138758.303,0,0.490185,0.514363,0.472604,0.530932,0.521888,0.523055,0.518391,0.503007,0.531758,0.53332,0.500306,0.523355,0.496805,0.539988,0.526659,0.537845,0.5151,0.539507,0.543898,0.525662,0.499642,0.535357,0.531666,0.520283,0.528661,0.530753,0.528741,0.535094,0.52926,0.534373,0.512341,0.524867,0.522333,0.538159,0.530264,0.516517,0.534203,0.512879,0.522922,98,53
40506199.78,4138759.429,0,0.487237,0.510093,0.46596,0.527196,0.518522,0.519387,0.515129,0.501527,0.528154,0.530065,0.496833,0.519396,0.513486,0.536704,0.523025,0.534054,0.511937,0.53593,0.539927,0.52195,0.496358,0.531622,0.527577,0.517283,0.525235,0.527741,0.525205,0.531473,0.525784,0.530523,0.508872,0.522126,0.518651,0.535182,0.526693,0.512601,0.530051,0.509657,0.519365,98,54
40507971.14,4138760.93,0,0.481187,0.502674,0.457394,0.520016,0.512095,0.512494,0.508507,0.49567,0.520693,0.522948,0.490092,0.511791,0.505873,0.529884,0.516459,0.52721,0.505633,0.528873,0.532752,0.51493,0.490068,0.524276,0.520175,0.511463,0.518234,0.521146,0.517797,0.524438,0.519329,0.523271,0.502797,0.515742,0.511808,0.528093,0.51964,0.505845,0.522273,0.503267,0.512505,98,55
40510628.19,4138763.887,0,0.480008,0.498286,0.461099,0.518995,0.513664,0.511433,0.508006,0.495153,0.51948,0.525309,0.48991,0.512444,0.486529,0.531426,0.517471,0.527774,0.504387,0.528542,0.534485,0.520348,0.487477,0.524216,0.52165,0.513962,0.518345,0.523033,0.517197,0.527221,0.516382,0.52272,0.50516,0.515214,0.513309,0.533663,0.521647,0.506317,0.525569,0.503459,0.51237,98,56
40512399.56,4138766.327,0,0.514774,0.533906,0.492067,0.551686,0.547171,0.544495,0.540168,0.528389,0.553358,0.559208,0.523775,0.544961,0.510815,0.564606,0.550631,0.559782,0.537591,0.56289,0.568101,0.554068,0.520901,0.556002,0.554404,0.548588,0.551447,0.557796,0.549483,0.560882,0.549802,0.555494,0.538734,0.550336,0.546861,0.565484,0.554781,0.539979,0.558598,0.538245,0.545927,98,57
40514170.92,4138769.142,0,0.535236,0.554145,0.514895,0.571397,0.567744,0.564228,0.559537,0.5473,0.573189,0.581174,0.544607,0.564519,0.543558,0.585198,0.571307,0.579677,0.556291,0.583213,0.589093,0.576305,0.540243,0.575919,0.57504,0.570333,0.571379,0.57903,0.569948,0.58255,0.568186,0.575689,0.559794,0.57077,0.567814,0.587019,0.575649,0.560549,0.579472,0.558789,0.56595,98,58
40515942.29,4138772.333,0,0.554488,0.572853,0.535139,0.588913,0.586285,0.582092,0.576998,0.565025,0.591377,0.599853,0.56341,0.58228,0.571345,0.603375,0.589796,0.59735,0.573686,0.601636,0.607684,0.596351,0.558404,0.593583,0.593373,0.58997,0.58939,0.598159,0.587588,0.601604,0.585397,0.5935,0.579061,0.589552,0.586764,0.605829,0.594309,0.579235,0.598172,0.577833,0.584239,98,59
40518599.34,4138777.823,0,0.551543,0.569918,0.533697,0.584509,0.582812,0.578089,0.572431,0.560041,0.587246,0.596322,0.559791,0.578168,0.546745,0.599091,0.585904,0.59312,0.570196,0.597747,0.60389,0.593623,0.554797,0.588717,0.589256,0.587599,0.585254,0.595,0.582696,0.598054,0.580785,0.589189,0.575659,0.586254,0.58345,0.60294,0.590546,0.576095,0.594756,0.575047,0.580462,98,60
40520370.71,4138781.952,0,0.571765,0.590242,0.554783,0.602315,0.601353,0.596246,0.589966,0.577587,0.605883,0.615114,0.578993,0.595991,0.5947,0.61724,0.604348,0.610876,0.588289,0.616343,0.622478,0.613094,0.573499,0.60655,0.607621,0.607383,0.603559,0.61406,0.600912,0.616907,0.598515,0.607185,0.594056,0.605488,0.602498,0.620805,0.609207,0.594655,0.613116,0.594633,0.599061,98,61
