"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38"
"1",-1.21486018742029,-2.4808336823948,1.62105405190909,3.89477052750728,-2.30352031020062,-3.96956364972723,-4.63594685881353,1.15414009250351,2.52949238168988,1.32726441717336,3.92176456011166,0.753616799928976,1.2090397579517,0.660054943644798,3.97454899339139,-3.81884030908896,-0.228018433088198,0.4033421643399,3.68231084268434,0.983764548878162,-3.48706848650275,-1.56385913411592,2.63912651591895,-0.202551799644783,5.69694681099538,-1.90410624499898,1.53312533195143,-2.37860596195758,0.410319946558285,0.881331359480519,3.23316187771508,-0.207358936486578,-1.58301421947463,-1.20464654621882,-1.85415834715278,-2.03511815433724,-1.88921825869466,1.61139751700292
"2",-1.20453296970502,-2.59882035093791,1.16062837005692,3.65630861360182,-2.28036906538904,-3.94316462499785,-4.38907163248606,1.33488593410039,2.69516349305533,1.58998900018843,3.62024667926006,0.764222399879717,0.960352989783725,0.640572018330388,3.8923954601221,-3.71768963400394,-0.443935404808272,0.963554377248265,3.66963349270511,0.764625795394935,-3.83765457721756,-1.60741973721498,2.35650440374143,-0.732336891362994,5.72915210753491,-2.18842281360476,1.92192561036517,-2.46152572865834,0.388063354914339,0.837697272433488,2.89919791412645,-0.185305855934555,-1.88867492763278,-1.00257504331744,-1.87403923970645,-1.6992257628923,-1.89716354571361,1.69747465214404
"3",-0.769022785113558,-2.55001624755189,1.11259704556109,3.95182570358331,-2.42229004259549,-4.04650265887969,-3.88365197827909,1.57024241393592,2.95935632025808,1.72610012650477,3.84126726016615,0.0689271081241861,1.25841013176887,0.598562088232606,4.97159955059356,-3.52272514330978,0.360414704779658,1.18014491983902,3.50852803766835,0.54964635847133,-3.85293736670053,-1.99876698409373,2.14467780187989,-0.59623379429579,6.16887682537284,-1.84090480168706,1.81275514134991,-2.07682287482823,0.301186534163992,1.13091988852837,3.60544091296078,-0.465211576439005,-2.09917471566909,-0.949887962337173,-2.23413852409496,-1.34857809143359,-2.33644258452435,1.42246845880313
"4",-1.5607790590594,-3.19005037601191,0.991459528144282,4.39702635497225,-2.11415001154348,-4.02153736651587,-3.80856460053898,0.600681657686564,2.46445192323929,1.67186903688666,3.57515799848553,0.231961461636429,0.996186492774876,0.637470573400611,4.00066412277567,-1.75131077426063,-0.293409355338292,0.560525701397618,3.66913343969074,0.651421115133895,-4.05631408465052,-1.89237419808268,2.6963980202265,-0.832376557671465,5.48474782311914,-1.96270106067424,1.73110164710715,-2.63546946441578,0.399274851779656,0.870648497955269,3.21302461858494,-0.242046471067791,-2.24550033061061,-1.16273451858363,-1.6711037419074,-2.38621502243768,-1.67761236291617,1.65730591897468
"5",-1.21894479693659,-2.99269227275707,1.651298206339,4.29188540155002,-2.27634602236838,-4.11539414664827,-5.44880507019446,-0.6739800544435,2.77007323780541,1.65717970754069,3.71734856538123,1.07293220948252,1.20836871163998,0.956488675375419,4.06866452466868,-3.65684749019334,-0.168606305962572,-0.0345285471163311,3.81481935367722,1.18063300070653,-3.59161378237787,-1.29077079496895,3.32201519780547,-0.409531467267086,5.7564916758607,-2.02065716183522,1.6440771477729,-2.46898051257668,0.456528835559044,0.944075547569637,3.63271400991298,0.0434034145755229,-2.05147946325989,-1.105664171974,-1.54961119387132,-2.45909794398223,-1.48525334937711,1.88041937285686
"6",-0.715309864502347,-2.22768260140557,1.0518548608298,3.94113029803453,-2.34883532280509,-4.2144526103743,-4.84802691984026,0.809602957879155,2.26807162144281,1.57577856328119,3.48743979856042,1.09362271833163,0.812411595769354,0.549981852467801,3.43107064430748,-3.4063574938715,-0.748563482124214,0.446863029292565,3.53002774077238,0.786503743863519,-3.66437730736266,-1.68763793251319,3.29500477272046,-1.01356073505799,5.48295567909318,-2.11522947811394,1.60962900763248,-2.72780110520506,0.206484387729051,0.881588300580338,2.74514014220262,-0.0565596623332684,-2.00147683903145,-1.11422902007193,-1.80850939285826,-2.65255357993979,-1.60133383296428,1.62466425596029
"7",-1.08751534377253,-3.37726280863107,1.45936341444332,5.03657079821562,-2.09057841614912,-4.27402855062556,-4.34979711840763,-0.568633331402165,2.47113180795348,1.69518592607983,3.64098283281088,1.24841303476223,0.831573120288744,0.707498998142608,4.14866954733393,-3.50186341812611,-0.315467342066291,0.758817255586849,3.54380838039167,1.2789724276788,-3.66171736404484,-1.6649679394548,3.8317856909379,-0.615617116331101,5.48514672624597,-2.24879203498908,1.36182474753213,-2.68964848619964,0.302570889393795,0.496910710310927,3.2660995109521,0.293120755044004,-1.74958974588267,-1.30632616851522,-1.15536475147017,-2.81481930153595,-0.995495780677565,2.04572499431726
"8",-1.20179091379695,-2.3585034517279,1.24801704217223,4.95753397017573,-2.12727127447434,-4.40258455907568,-4.63167608747112,0.664130095291462,1.91531068857397,1.10184499358353,3.20439695159351,0.955777321680124,0.669851348910548,0.494594087457601,3.98654636202618,-3.5813103208317,-0.500506285651345,0.0237696020781021,3.18134428151073,1.43396221920018,-3.70633324238664,-1.5077900923105,3.92774438606505,-0.750871452380861,5.19274858516977,-2.46111053433763,1.20045324562535,-2.85452508625658,0.202890608894821,0.117495525766124,3.34853934379981,0.25541845887262,-1.94739456345103,-1.55254328717297,-1.12315365713434,-3.08271954104698,-1.0354352092096,1.9801031051104
"9",-1.22576293087957,-2.0693714750815,1.59065119439608,3.77392015546789,-2.24754494573832,-4.52256803445537,-4.77377030451916,1.82101343666795,3.42258209983986,1.70570660980779,3.61664347450577,0.760605757468359,1.39377282014014,0.606177244809971,4.08562373006436,-4.24784983537039,0.190933017362688,1.47999917516563,2.99638676098005,0.326736423756747,-3.79161626986648,-1.53173370245186,2.53577034615943,-0.497131172960956,5.78647921043553,-2.01543316393655,1.98485381439849,-2.45841657697335,0.497461820203312,0.685410027708698,2.99540964304848,-0.292030833626712,-1.96428194782381,-1.2959500297582,-1.97405266880327,-1.89759057256651,-1.99982565557447,1.67317366035157
"10",-1.31031128847496,-2.04292862680978,1.14981156633735,3.8855769135369,-2.35623451213416,-3.7871759832234,-4.15746149108051,1.217718210482,2.8829784453387,1.43551574029178,4.01390873039046,0.215610735176368,1.28094059774276,0.706446566819129,4.06750652748056,-3.6921147346869,0.212751950308552,0.98416220566671,3.36627476204512,0.468281013069817,-3.80726531152786,-1.78254802403197,2.46971033239724,-0.656295917447879,5.44995867051803,-2.0827916007198,1.6590302714417,-2.66319183639968,0.451189852264945,0.997659786277852,2.67828442999656,-0.25483056402226,-1.40586808054033,-1.16252730758551,-1.97062325095128,-1.98648568479924,-2.19647446169524,1.45759105441442
