,flow1,flow2,flow3,flow4,flow5,flow6,flow7,flow8,flow9,flow10,flow11,flow12,flow13,flow14,flow15,flow16,flow17,flow18,flow19,flow20,flow21,flow22,flow23,flow24,flow25,flow26,flow27,flow28,flow29,flow30,flow31,flow32,flow33,flow34,flow35,flow36,flow37,flow38,Coor_X,Coor_Y
21,-0.030730002,-0.199182082,-0.548726014,0.775745638,0.587407168,0.670834013,0.27639185,0.081022198,-0.124432846,0.392874528,-0.176809684,-0.117317609,0.005519329,-0.743077236,0.28332785,0.201488051,-0.016604775,-0.074279196,0.264832555,-0.017258578,-0.234647512,-0.436280929,-1.082782898,-0.190830395,-0.32976491,0.465863759,-0.215543934,-0.015732105,-0.002437551,-0.716111407,0.057200651,0.07634031,-0.004193156,-0.311844222,0.212545627,0.674756337,0.332417814,-0.469318084,40489293.29,4076614.238
22,0.265889689,-0.324528399,-0.210427642,0.621688797,0.079106903,0.20554912,0.488602786,0.531000872,-0.092499798,0.314281489,0.235925651,0.752427532,-0.231898471,-0.274665387,0.037394697,0.035949937,0.200617916,-0.216465032,0.650950414,0.14206168,-0.102170478,-0.292930162,-0.369116681,-0.482147239,0.034750505,0.23516819,-0.607714411,-2.253556934,0.607338221,-0.794653382,0.433135155,-0.006114853,-0.159658194,-0.160797318,-0.124447715,-0.043910764,-0.05241021,-0.072456066,40491077.74,4076612.185
23,0.362108804,-0.564777876,-0.120814853,0.983400879,0.057063048,0.194371564,0.599090681,0.298111143,-0.1663454,1.066601668,-0.12901975,-0.239396683,-0.203419279,-0.525927109,0.491902544,-0.263158657,0.022285319,0.042794998,0.562563979,0.44940986,-0.112740805,0.01279724,0.492055966,-0.420082778,-0.362115985,0.849322486,-0.415581353,-0.303520697,0.149809337,-0.944761272,0.153436905,0.184774602,-0.00324646,-0.855013016,0.137273402,-0.158668217,0.102173459,-0.115390871,40492862.2,4076610.505
24,0.39359421,-0.159232143,0.327630446,0.492222914,-0.324959108,0.130789645,-0.088003962,0.408800145,0.135276073,0.665956136,-0.038236313,-0.1031101,-0.341388231,-0.365633771,-0.171553634,-0.143250904,0.24881019,0.24065045,0.354654985,0.733518846,-0.501258557,0.211298639,-0.208155571,-0.379587124,-0.06860263,0.155507908,-0.235667553,0.128337215,0.067941159,-1.234023681,-0.172593673,0.541226432,-0.200687617,-0.902140644,-0.311879467,-0.561739318,0.145848608,0.207413599,40494646.65,4076609.199
25,0.288092397,-0.37871714,-0.153299457,0.68249016,-0.129041027,-0.085544018,-0.128963698,-0.140948529,-0.115103487,0.812065273,2.133233112,-0.253609512,-0.45722639,-0.530915594,-0.371946478,0.001084467,-0.029096225,-0.015669166,-0.36482509,0.247003739,-0.149764374,0.323509308,0.079342307,-0.154400246,-0.102793539,-0.713264284,0.104936912,-0.120176265,-0.613063227,-0.999524342,0.043216873,0.476115011,0.324680649,-0.438001509,-0.064374621,-0.721711583,0.330889943,0.14638714,40496431.1,4076608.265
26,0.100470129,-0.062654516,-0.483296184,1.444118978,0.356999235,-0.316676114,0.109072593,0.295586755,-0.294666963,0.800408628,-0.068514188,-0.259263426,-0.510786743,-0.021675933,-0.522594626,0.425239766,-0.24597936,0.461229693,-0.129750402,0.568775024,-0.139987035,0.362677101,0.310577747,-0.045384254,-0.51233073,-0.191214616,-0.443766681,-0.052922409,-0.6756732,-0.589854856,-0.394257143,0.994841367,0.674494367,-0.412337746,0.170054837,-0.667220099,0.317836235,0.042253196,40499107.78,4076607.565
27,0.395619568,0.946781336,-0.947658917,0.292397377,0.639623577,-0.131701867,-0.145065033,0.163411581,-0.088614595,-0.223414739,0.769654834,0.290519046,-0.316338948,-0.265099091,0.417941571,-0.078846772,-0.425306398,0.603853287,-0.123533472,0.429830186,-0.26172532,-0.354445986,-0.699919105,0.132230487,0.236241502,-0.546112803,0.09885714,0.287302721,-0.077317302,-0.972712505,0.298926702,-0.091766549,-0.38840641,-0.184040422,0.21059329,-0.219100553,0.099984553,-0.022239128,40486620.1,4078837.548
28,0.196022208,0.139095652,0.014813923,-0.071205571,0.781078885,-0.318940144,-0.048480298,0.042853434,-0.760928934,0.020327218,0.964895367,-0.420217219,-0.114088074,-0.490312449,0.885443554,0.123324225,-0.221955311,0.21896485,0.088078792,0.245034143,-0.458809189,-0.146083296,-0.674379666,0.161268521,-0.241152685,-0.432917403,-0.139257447,-0.18382724,0.035252875,-0.302002035,0.465980905,0.254247456,-0.400084396,-0.556859041,0.111322485,-0.057201493,0.445415369,-0.008264192,40489296.08,4078833.767
29,0.717069812,0.219717562,-0.07459116,-0.327451059,0.683087589,-0.187631292,0.100035694,0.424118196,-0.334542549,0.198032454,0.210479693,-0.24055582,-0.079272688,-0.58867631,0.564697423,0.135095018,-0.161031641,0.036352667,-0.104948148,-0.387714346,0.133944994,0.401112222,-0.388183477,0.24465207,-0.246828301,-0.410570256,-0.40056024,-0.311277,0.271217182,-0.688620338,-0.420303596,0.528852202,-0.607366157,-0.079208459,0.212958935,0.135680681,0.443240127,0.223766612,40491080.07,4078831.714
30,-0.20575434,-0.51671315,-0.105176065,-0.788007985,-0.225113239,-0.368111301,0.028575819,0.40937197,-0.590625447,-0.197043342,0.503191939,-0.465605613,-0.329313314,-0.237617494,0.589429761,-0.001725925,-0.168759481,-0.171603616,0.513718363,0.189457445,-0.250744989,-0.278543047,-0.124553248,-0.362838176,0.22821743,-0.154931922,-0.745532864,-0.937486578,0.685298459,-0.940317594,0.341193156,0.571371515,-0.309530712,-0.00218125,0.359285872,-0.375073282,0.030395482,0.318048629,40492864.05,4078830.034
31,0.122332248,0.144724872,0.176431693,0.151972548,0.001226937,-0.504562821,0.306029079,0.602470046,-0.768447795,-0.128883078,0.679570454,-0.489595663,-0.236800865,-0.167017925,0.113572086,-0.202219272,0.413162038,-0.219246831,1.733332777,0.193928945,0.034318813,-0.498992386,-0.05751688,-0.154947939,0.128232102,-0.19549343,-0.716347608,-0.365799191,0.572996201,-0.61372114,-0.753296815,0.042548619,0.370938922,-0.329693072,0.084148776,-0.267512071,0.124278333,0.389234073,40494648.04,4078828.727
32,0.65636711,0.100178155,-0.385113321,0.539587724,0.34397921,-0.401592487,0.028167738,0.216047865,-0.975282247,0.057569423,0.380773556,-0.557274712,-0.1655843,-0.301532619,0.158009843,-0.0545249,0.008778652,-0.059565879,0.668878727,0.82018562,-0.141310352,-0.277333578,0.603053119,-0.160936404,0.122857186,-0.45366734,0.278079007,-0.642199014,-0.14767633,-0.954025339,-0.437694297,0.568016497,0.416465701,0.561126735,0.017414974,0.312456707,0.26280144,0.261688562,40497324.02,4078827.467
33,0.546226949,0.239737077,-0.308781409,-0.225381305,0.524950091,-0.4748043,0.549563843,0.349042152,-0.823118136,0.008611092,0.236271967,0.024235011,0.066359834,0.036031988,0.279655073,-0.396191884,-0.267844692,-0.107280437,0.073079601,0.530487476,0.070007838,-0.289055748,1.02872072,-0.382648958,-0.056423075,-0.538475535,-0.127044511,-0.431862708,0.068021887,-0.63460716,0.038171649,0.241789523,0.515833299,0.900690349,0.638234199,0.084771687,0.25054947,-0.32670167,40499107.89,4077717.328
34,0.003659632,0.093216943,-0.044985826,-0.057100645,-0.060227251,0.029328843,0.387561381,0.188377493,-0.770505122,0.10106462,-0.175889646,-0.114116804,0.01494291,-0.560210617,0.923675633,0.137000022,-0.25440352,-0.012568428,0.4772549,0.751470921,0.024592658,-0.736956428,-0.448351006,0.475953664,0.297463998,-0.476642699,-0.182694627,0.110857343,0.132479877,-0.461143339,0.536221378,0.31692965,-0.424343297,0.131759705,0.544225038,0.56868486,0.143999198,-0.127919039,40486623.58,4081057.085
35,0.501111049,0.249254683,0.156775079,-0.162384462,0.493378705,0.003523251,-0.089843889,0.291076446,-0.65268145,0.378031982,-0.184233689,-0.006391382,-0.207195138,-0.479123045,0.606930937,0.303472225,-0.424387623,0.312015827,-0.323991235,0.37549784,0.02287179,-0.714344095,-0.321524269,0.23956267,-0.14939818,-0.151510903,-0.37054737,-0.337872515,0.096414503,-0.657385919,0.256271625,0.275718719,-0.808163612,-0.218051226,0.106479955,0.977510515,0.213085968,0.248638187,40489298.87,4081053.304
36,-0.019233064,0.134834615,0.225337117,-0.357471736,0.491622386,0.171744851,0.156178444,0.263782366,-0.257816284,0.426713497,-0.148393849,-0.303307967,-0.225858896,-0.341600785,0.051675475,0.268497706,-0.033036004,-0.025082375,0.074396338,-0.034679259,1.911928116,-0.773489781,0.063995453,-0.243939183,-0.914571781,-0.079820424,-0.408940701,-0.554151086,0.011310799,-0.615770805,0.546149712,0.56403122,-0.279740011,-0.042164481,0.137136729,-0.056193551,-0.575999569,0.405060909,40491082.39,4081051.25
37,0.297125493,0.038028654,0.320399596,-0.492508818,0.394085041,-0.359274279,0.137826137,0.326192306,-0.812531162,0.12864948,0.072176192,-0.470152666,-0.294314663,-0.066147887,0.237639339,-0.21315251,-0.436391317,0.259118821,-0.135461708,0.241202853,0.125977336,-0.58052315,0.140861812,0.609470588,-0.297601589,-1.449396956,-0.143377492,-0.533155475,-0.041472827,-0.320284863,0.058691414,0.427319285,-0.228039813,-0.063498512,0.546383928,0.372179906,0.428432258,0.687025664,40492864.98,4079939.801
38,0.322926732,0.141819863,-0.000700733,-0.220614295,0.303908504,-0.5531123,0.240397049,0.221176277,-0.132884727,0.109517704,-0.170671412,-0.13643709,-0.556987185,-0.385486808,1.016580677,0.021713303,-0.508025961,0.039398416,0.155918021,0.394622626,-0.071446284,-0.789775838,0.340459434,-0.137222627,-0.509014202,-0.765034599,-0.014643875,-0.384845186,1.056053298,-0.956974734,-0.198423571,0.246021794,-0.297097248,-0.370983556,0.452175581,-0.050145957,0.392283991,0.556281217,40494648.74,4079938.494
39,0.278979431,0.06790943,0.284536436,0.477983084,0.369399757,-0.160935482,-0.249425594,0.253592273,-0.981213074,0.15191241,0.232126857,-0.717386292,-0.445296279,-0.415943447,-0.139852334,0.501822177,-0.450879321,0.361443021,-0.104258322,0.338212823,-0.037221095,-0.563652675,0.224194128,0.288895564,-0.281443586,-0.468999535,0.953681578,-0.236161367,-0.012310572,-0.394636576,-0.861152385,0.149224454,-0.02021057,-0.400550781,0.312179011,0.860649587,0.678105301,0.185656881,40497324.37,4079937.233
40,0.525268153,0.302328371,0.216255742,-0.004829879,0.43343355,-0.259335796,0.289615736,0.179158641,-0.179382457,-0.123433916,0.442188268,-0.800069684,-0.402833257,-0.038040705,0.90887998,-0.010774877,0.100227886,-0.404405119,1.147079074,0.459084732,-0.225448827,-0.487058522,-0.062814007,-0.818835688,-0.295794111,-0.095534786,-0.470725092,-0.559125276,0.848916613,-0.130478744,-0.202944234,0.168195089,0.117111182,0.017148948,0.443408877,0.168749755,0.193611356,-0.233603829,40499108.12,4079936.86
41,0.255468307,-0.043725812,-0.77821572,0.281618703,0.106172492,0.485879641,0.105491379,0.212347295,-0.534775936,-0.248071261,0.031345332,-0.182228376,0.00060996,-0.115598416,0.671353372,0.67288093,-0.308420477,-0.241896222,0.755046926,0.78731286,0.066971162,-0.47272857,-0.327405971,-0.290672987,0.083527668,0.385793937,-0.028335347,-0.23228019,-0.145393848,-0.807641988,0.669360251,0.149624014,-0.006893674,-0.130151082,0.943621609,0.564868484,0.530226793,-0.071222122,40486625.33,4082166.857
42,0.328501864,0.066503728,0.287378806,-0.560972557,0.325685955,0.040258111,0.106332832,0.067216137,-0.295912993,-0.131613666,0.189031166,-0.625258716,-0.018688103,-0.307680712,0.015401181,0.691227043,-0.483928446,-0.505213038,0.050126384,0.0630164,0.312212975,-0.695515538,-0.277666833,-0.885326594,0.19042852,0.376190843,-0.349839168,0.054601222,0.048559889,-0.611436349,0.545897196,0.506570996,-0.202417127,-0.175239926,0.080232982,0.28320786,0.134810988,0.426300666,40489300.26,4082163.075
43,0.686237315,0.440113167,0.266341348,-0.24842016,0.081183355,0.078013741,0.279869777,-0.404494312,-0.21096853,0.35891203,0.246106634,-0.115482315,-0.020838083,0.183458101,-0.326484459,0.518234431,-0.585743446,-0.839319853,0.129712505,-0.106105914,-0.029737847,-0.464915332,-0.284566844,0.770085041,0.465324285,-0.118966604,-0.278232825,0.194016331,0.627769874,-0.770658715,-0.35201908,0.444986598,-0.233405928,0.050916886,-0.088968529,-0.124681875,0.715765427,0.220446618,40491083.55,4082161.021
44,0.703119441,0.202793526,0.384217916,-0.474142713,-0.267276326,0.172806524,0.218936215,-0.848453114,-0.235471948,1.06524124,0.132016735,-0.753121058,-0.083645804,0.222754413,-0.286259881,0.052141254,-0.626293124,0.074928093,0.335916282,0.100717916,0.479508408,0.52395004,0.12631824,-0.270020112,0.454049285,-0.026235632,-0.1349554,0.171557735,0.477314929,-0.819550724,0.684645897,0.478572828,-0.422700726,0.014084434,0.222871762,0.116472563,0.343400718,-0.033096429,40492866.84,4082159.34
45,0.365620432,0.276423776,0.018955794,-0.071251189,0.401167489,0.342533026,-0.15636167,-0.082660247,0.022584527,0.532567082,-0.141686132,-0.219066963,-0.108409909,-0.031047648,0.390344818,-0.068821183,-0.855745977,-2.187441135,0.050247568,0.406943455,0.285144219,-0.296316459,0.182788667,0.342384967,0.545853977,0.041698338,0.157114046,-0.180168634,-0.127858157,-0.494046826,-0.240212967,0.306289954,0.169464639,0.408384376,0.285894661,0.284832843,0.721274432,0.861421932,40494650.13,4082158.033
46,0.485802655,0.205905623,0.455811555,0.160245755,0.188105267,-0.118483053,-0.029141308,-0.591087465,-0.572116382,1.384232793,0.519700161,-0.454482415,-0.226100083,-0.326456008,-0.18725445,0.607506199,-0.86252332,-0.112969979,-0.090760713,0.308918744,0.129913497,-0.326328347,-0.004013016,-0.224197267,-0.047771446,-0.568543648,0.502214148,-0.119025384,-0.25100802,-0.016229565,-0.310790459,0.201151723,0.190363372,-0.222795765,0.332045755,0.907657142,0.798296149,0.232919556,40497325.07,4082156.772
47,0.0439856,0.218052223,0.002087636,-0.035623468,0.042511242,-0.015404839,0.097870563,0.60255851,-0.600450616,0.153037374,-0.096608815,-0.21434538,-0.357531106,-0.10476209,0.7668319,0.101771231,-0.451288263,-0.045858546,0.322436197,0.342223767,-0.307698162,-1.025784628,-0.566427255,0.589385472,-0.110527146,-0.438501807,-0.202683414,0.279386113,-0.357975926,-0.545399237,0.248385025,-0.724347912,-0.452756852,0.272916843,0.781155818,0.175608677,0.28557025,0.426195678,40499108.36,4082156.399
48,0.516112007,-0.118218733,-0.295864071,-0.297824009,0.040713282,0.013640496,-0.243052891,0.03611858,-0.384079746,-0.155312341,0.151981573,-0.557503437,-0.152168414,-0.056339443,0.875227135,0.159631654,-0.867612816,-0.108148166,0.562031848,0.077682971,-0.238057333,-0.517851253,0.180929691,-0.335700906,-0.976473685,0.168696247,-0.254081153,-0.489945625,0.279627453,-1.053144689,0.465190501,0.395636332,-0.041064194,-0.05499906,0.219567076,0.072781975,0.607915455,0.177738664,40487520.23,4084385.051
49,0.148290188,0.091996199,-0.027280191,-0.053802614,0.424051339,0.090557301,0.137959121,0.301843763,-0.646092755,-0.115268672,0.358194118,0.093285093,-0.232967278,-0.190221909,0.751630783,0.060348897,-0.950865907,-0.249680657,0.152873163,-0.084268347,-0.211808919,-1.048290017,0.007320199,0.857681833,-0.201681712,0.161659237,-0.472466145,-0.197423503,0.306877763,-0.792626185,0.246270047,0.623494689,0.002037286,-0.691199396,0.361661582,-0.308739397,0.321130188,0.291982438,40489303.05,4084382.623
50,0.485817226,0.026798434,0.809235216,-0.365393224,-0.207139245,-0.1428314,-0.167570016,0.384562247,-0.520617664,0.093540676,0.105778896,-0.605909694,-0.289507813,-0.331371397,0.014475846,0.006033443,-0.584755498,-0.012693753,0.495423503,-0.076517061,-0.238389795,-0.415176609,0.063490704,0.176656566,0.408799024,-0.154971553,-0.125888059,0.256012956,0.096613946,-0.87206178,0.270744667,0.451497493,-0.218097131,-0.397186468,0.473315046,-0.070955518,0.31823825,0.313271099,40491085.88,4084380.568
51,0.244036177,0.056454002,0.382800688,-0.12833234,-0.185661405,0.024076858,-0.001088933,0.306351528,-1.300698818,0.01342502,0.629161515,-0.337548695,-0.177496008,-0.201959853,0.242384408,-0.068719295,-0.667270509,0.365486998,0.519157819,0.221214885,0.046119699,-0.566591396,0.115826703,0.069755803,-0.007613661,-0.436305784,-0.425587288,0.791588369,0.587397054,-0.241454597,-0.023608948,0.653701286,-0.129965379,-0.460586451,-0.0276656,1.03786358,0.361389713,0.294617243,40492868.7,4084378.887
