"","flow1","flow2","flow3","flow4","flow5","flow6","flow7","flow8","flow9","flow10","flow11","flow12","flow13","flow14","flow15","flow16","flow17","flow18","flow19","flow20","flow21","flow22","flow23","flow24","flow25","flow26","flow27","flow28","flow29","flow30","flow31","flow32","flow33","flow34","flow35","flow36","flow37","flow38"
"1",-0.0369737524078883,-0.403084551285773,0.208724126166597,0.0809228288154753,-0.144687217462845,0.153928734844953,0.177520082596163,0.082610620108815,0.180439599477159,0.229555347779698,-0.0384378109473965,0.109299299505525,0.0706485730459967,-0.290733823223159,0.444041747629043,-0.275051411709146,-0.86854898172423,-0.826097224410814,0.595227747114356,0.884012884013748,0.168047264203344,-0.0949762684267823,-0.906697610503935,0.369303451777031,0.162347044526278,0.496214997570683,-0.610967299733057,0.15130199047086,0.0958493388220844,-0.246860324153448,0.319336254143484,0.350301574228174,0.835895967378345,0.380441416211413,-0.0931581542875354,0.372103352470587,-0.178564588408457,-0.0897399403526183
"2",0.16766609326301,-0.573275650406099,-0.552809894669382,0.00637476443887818,0.2550170379667,0.162637352361887,0.315446376457114,0.163395985871674,0.0575837486316293,0.287123508178715,-0.651523356895589,0.112163041893566,-0.0870188435726338,-0.218893709877511,-0.0883829240511445,-0.125835455173506,-0.904091104947026,0.0844204018709091,0.486300757902277,0.796510683677388,-0.266825820536474,0.167424961659957,-0.990932093737195,-0.383797343298027,0.159844075532828,0.11371441542158,0.499596121516854,0.00324170704747452,0.193660265997389,-0.542483334549383,-0.144582947971943,0.249687802199371,-0.0570270476780291,0.728588731245591,0.462335938773933,1.17623736600309,0.0781846506509422,0.586506913787247
"3",0.436089922209597,-0.287186228585416,-0.492487155175831,0.362171825583195,-0.291974349022593,-0.0527248573321749,0.413594893545655,0.00214519775651174,0.0951036807175139,0.294040733856968,-0.311538047122014,-0.142524126742198,0.0451231063260696,-0.163956955762376,1.8185846961163,-0.0644428331227169,0.0408725686686558,0.0245088688737684,0.0857764717277431,0.436186518984855,-0.333869448168809,-0.176066998876325,-0.646812619967209,-0.505953281042204,0.62834690982175,0.445597228438396,-0.67045312748372,0.344226908414747,-0.479126311395526,0.0312434312099168,0.728380319770371,-0.571333665331563,-0.342057716175376,-0.0723955159697771,0.059195305330633,1.2624918282696,-0.342162176278907,-0.297890272981005
"4",-0.12038888916938,-0.86623212549747,-0.587532856442982,0.835795572275402,0.284697836650522,-0.182706151998139,0.579750077015651,-0.610017465537011,-0.00301750205348308,0.5213798730596,-0.652344756105128,-0.311450616903386,-0.0303314584670175,-0.243242846060892,0.0762094444778992,1.1539154686637,-0.569086481284001,-0.221959039377254,0.517377594540792,0.19633906854856,-0.521232151645005,-0.184693081757498,-0.744017329359819,-0.636229166306704,-0.174037970278015,0.607056419487238,0.420273225206678,-0.373192836679131,0.0525167692745276,-0.456540840819945,0.365157914955894,-0.392392627531513,-0.105812120248877,0.561965705189008,0.40524391202545,0.179533757840131,0.217608851089601,-0.0177280647006287
"5",0.128872515763849,-0.628950071823621,0.121661641234134,0.0418015198868568,0.0839336643089445,0.0127734789888146,-0.369816377383271,-1.84640319878057,0.659030557485667,0.848601342587814,-0.206264014279004,0.12345678288252,0.10290895299818,0.143943652527552,0.512046962570051,-0.0845675154482241,-0.557489724879585,-0.820102797456709,0.565359754936783,0.651611229089668,-0.107935733105746,0.129221294716338,-0.102897300856982,-0.114523765361025,0.147465803120813,0.205576981568387,0.0200778553959601,0.0673624671980905,-0.0773749549711543,-0.123407434070495,0.700422051683427,0.314450410594128,0.130187309573004,1.03545284575808,-0.146795991943475,-0.0124416775636419,0.000392162878885801,-0.0725754490552663
"6",0.847652830933041,-0.524855879325208,-0.338984584936798,0.235040939407959,0.331064868535761,-0.14433900558673,-0.0110034995868208,-0.200942635999322,-0.08572831718511,0.590428605491251,-0.529744808598957,0.125043096147753,-0.22540001165604,-0.309947654721867,-0.894251164125479,0.121998960895459,-1.0084633258361,-0.367869938636582,0.223849339188011,0.339676301423508,-0.00890654359704615,0.0605914874682523,0.178893405460726,-0.771621627123702,0.0566158700513011,0.41411667749905,0.0925102385856261,-0.332362905753387,0.0425249859430084,-0.499948355673303,-0.336713752388818,0.600775720690034,0.267380006162469,1.34443665024137,-0.386623509675051,-0.471489491179484,-0.0116135192848594,-0.386105652848792
"7",0.214703822557554,-0.783671324544271,-0.303042870708666,0.518486411316233,0.0823126219042885,-0.152624597086238,0.453542311196467,-1.67905461292062,0.297714689513308,0.980461939917019,-0.111699468831068,0.332395591712984,-0.246173337069395,-0.247575863557418,0.554029573793675,-0.0107257623767604,-0.622240171406925,0.450223754505836,0.261949793069944,0.510226449108162,-0.112407031161583,-0.211953173600864,0.207463259020169,-0.0403395229784242,0.0835330222960057,0.195138239522821,-0.107192126369951,-0.173939517057043,-0.323168101484672,-0.798104695716584,0.156108149832916,0.545629620233072,0.393369066273615,0.561415123666018,0.626138714179464,-0.458235783400343,0.323498804688633,-0.067586450891722
"8",0.0967762951545253,-0.427518641201077,-0.386846541858349,0.761168434773924,0.578062172225769,-0.199927934875854,0.317047329920221,0.0623618161932016,-0.196909441259458,0.366119490164659,-0.787041270671602,0.133518673988372,-0.372669794702392,-0.453857406654508,0.561819880682696,-0.111798866293988,-1.00990001524522,-0.502313881947869,-0.0117829076083464,0.5730445301103,-0.139305575805482,0.0501191823304828,0.262219800193698,-0.267035846065852,-0.482831294704662,0.0890026040472706,-0.0426000076824078,-0.608685510625726,-0.482348046664524,-1.18731309322211,0.511373865996957,0.592557052965524,0.383929535512562,0.40543883613077,0.510539425179305,-0.575913311795396,0.0673016289242514,-0.223998130042991
"9",-0.00833584725499603,-0.0322968116220656,-0.00871547813554733,-0.000439134698236893,-0.017395303407197,-0.355847731758538,0.215325456139081,0.542541360326746,1.09904971023526,0.686274477710115,-0.450960029260539,0.123640169294974,0.396832442372279,-0.467725243711451,0.499305731195713,-0.520383431928189,-0.267104977203769,0.444629905228662,-0.693935941140596,0.0309064224670016,-0.312639519067977,0.256530554155047,-0.573413997244273,-0.119708276373963,0.0813376882461872,0.351263606679134,0.503867529758635,0.0674709222799395,0.130636902678493,-0.592243426092411,-0.4221541646868,-0.184711587297414,0.0798398995471172,-1.26938725283755,0.417835787677064,0.578189361889273,-0.0171823677526842,0.400600216269086
"10",0.0454288795050583,-0.200617849501108,-0.378861603898969,0.195402266374295,-0.460445213468262,0.413047788941166,0.661645689365011,0.0296190056611387,0.677786786195155,0.231682558329134,0.110699713868742,-0.268432110006332,0.453930104623598,-0.0926159421618406,0.460398229902954,-0.14793114690298,0.390534892112622,-0.115949865275541,-0.130803459370252,0.129374344141324,-0.152819743387966,-0.0752730893015974,-0.708258719444154,-0.494707328015136,-0.572731480844895,0.33525431908729,-0.357750893114099,-0.168191761689475,0.356652727365301,-0.245320570878344,-0.648140396450516,0.547945354409381,1.11633303242261,0.190444166951872,0.442585742950212,-0.042149427299439,-0.738505426883483,-0.240545442641834
