Coor_X,Coor_Y,Z,Ag,As_,Au,B,Ba,Be,Bi,Cd,Co,Cr,Cu,F,Hg,La,Li,Mn,Mo,Nb,Ni,P,Pb,Sb,Sn,Sr,Th,Ti,U,V,W,Y,Zn,Zr,Al2O3,CaO,Fe2O3,K2O,MgO,Na2O,SiO2,row,col
40511577.77,4092152.268,0,41.8092,8.26814,1.71819,26.7568,848.165,2.03934,0.245994,0.0593458,11.8423,46.9655,19.3242,345.732,8.75904,19.7077,22.7192,588.286,0.573489,12.1353,25.2126,287.753,27.8294,0.487226,2.71433,210.418,9.47355,3380.31,2.1193,70.8462,1.62075,25.8148,50.6653,391.069,13.259,1.19371,3.79078,2.85713,0.940781,2.47391,69.4857,90,38
40513358.97,4092154.884,0,49.9883,9.68163,1.81309,26.7805,786.72,1.99444,0.261661,0.0766819,11.9695,52.8874,21.5085,367.86,9.20942,20.4385,22.9931,594.636,0.637015,11.6615,26.033,301.635,26.8349,0.490152,2.65079,194.268,9.61855,3424.7,2.18388,78.1726,1.54889,25.7395,53.3037,386.196,13.3235,1.21066,4.02112,2.79448,1.02625,2.33452,68.9098,90,39
40516028.67,4093269.301,0,72.0443,16.2151,2.82026,28.3884,779.306,2.05181,0.320486,0.119678,14.2827,67.2336,27.1331,446.084,11.1602,24.0689,25.6822,648.337,0.965539,11.5396,31.3383,338.337,26.9555,0.970947,2.65346,185.2,10.4567,3543.68,2.76411,90.6394,1.61213,26.6516,62.4065,367.195,13.8083,1.21418,4.66101,2.81557,1.19525,2.18312,69.1195,90,40
40517809.63,4093272.853,0,61.4665,15.2494,2.19936,28.0427,778.696,2.05355,0.307965,0.128834,14.7784,75.6408,29.1702,506.202,11.3282,25.3967,26.8897,644.91,0.983354,10.9819,33.0778,333.531,26.0004,0.677197,2.44364,178.257,10.1401,3463.74,2.85507,97.0321,1.53408,25.1348,64.4142,329.659,14.2151,1.15563,4.95234,2.80046,1.25565,2.06244,68.7629,90,41
40519590.6,4093276.779,0,62.422,20.3244,3.68608,28.1956,828.861,2.05124,0.308634,0.139317,14.7448,78.3738,28.4581,483.533,12.058,26.6822,27.1114,637.906,0.828976,10.4809,33.1125,322.289,24.8552,0.750253,2.41193,183.108,9.83224,3371.56,2.99146,95.5729,1.93419,25.0498,63.6479,317.49,14.0086,1.11799,4.78252,2.78445,1.22869,2.01875,69.2613,90,42
40521371.57,4093281.078,0,52.8614,23.2069,3.66807,29.6964,828.68,1.97675,0.269677,0.128825,14.1903,76.8318,26.8438,427.003,12.1405,27.1877,27.2453,605.191,0.585827,9.71498,29.1252,298.439,24.2708,1.18655,2.32623,179.149,9.2564,3281.23,2.99621,89.4775,2.10366,24.2969,59.6655,309.992,13.6758,1.04717,4.60192,2.71105,1.16728,1.89491,69.1053,90,43
40524043.02,4093288.229,0,56.812,20.8686,10.1683,31.9972,911.38,2.03132,0.273288,0.126452,15.3062,78.4264,26.9314,394.147,14.0779,29.2254,28.1447,632.835,0.530229,10.7703,31.1046,325.455,26.3612,1.10885,2.7322,196.831,9.94664,3368.26,2.99467,88.9733,2.96054,24.7835,59.4283,329.188,13.7324,1.1154,4.57898,2.77614,1.21275,1.97853,70.4715,90,44
40525823.99,4093293.463,0,39.5279,18.5004,3.16928,31.9554,916.069,1.96909,0.227453,0.109097,13.8123,69.1264,22.276,336.76,12.497,26.1079,26.2987,599.926,0.384072,11.1439,27.6936,322.755,24.0315,0.914464,2.76284,208.599,9.33911,3373.8,2.58519,82.1505,2.46358,24.6265,51.9726,343.151,13.1376,1.13377,4.18102,2.70941,1.12756,2.05819,71.3677,90,45
40527604.96,4093299.071,0,33.8916,14.8219,2.231,33.4838,910.415,1.94491,0.199604,0.0839839,13.1106,62.2014,19.7197,304.22,12.6161,24.8889,25.2881,593.221,0.343511,12.1511,25.4551,307.292,23.952,1.17459,3.0061,215.248,9.11929,3493.96,2.22027,75.5825,2.70193,24.2356,45.6522,360.981,12.6441,1.16687,3.89525,2.67606,1.06963,2.09093,73.1619,90,46
40529385.93,4093305.053,0,30.3215,10.1828,1.73592,32.8793,846.443,1.90903,0.169112,0.0652147,12.5846,57.2007,18.437,287.37,11.6057,23.2986,24.5924,586.254,0.330094,12.8481,24.4039,303.33,22.7442,0.747048,3.04926,210.569,8.98722,3621.23,1.99085,72.8681,2.39652,23.017,41.4028,360.779,12.5004,1.1939,3.76181,2.60776,1.05546,2.07226,73.0229,90,47
40532057.38,4093314.727,0,29.0482,7.93991,1.38963,32.3231,798.68,1.8527,0.154698,0.0585665,12.166,53.3162,17.5562,287.885,10.7642,22.671,23.9211,598.09,0.300452,13.2198,23.1518,323.006,21.5895,0.5427,3.04472,207.34,9.16847,3792.02,1.84699,72.0677,2.0199,22.4919,38.3075,360.03,12.4789,1.31066,3.7018,2.47931,1.07126,2.02205,72.7655,90,48
40533838.36,4093321.644,0,28.0072,7.36388,1.27936,32.1152,794.505,1.81467,0.152439,0.0594032,11.9711,52.3788,17.4905,303.523,10.4413,23.4492,24.5115,616.315,0.275464,13.4889,24.8781,338.304,20.4763,0.52923,2.97848,210.214,9.37829,3932.5,1.84713,73.3291,2.12407,22.5542,36.8877,364.147,12.6031,1.38805,3.7222,2.42483,1.08673,1.99115,73.1211,90,49
40535619.33,4093328.935,0,30.3182,7.10968,1.57997,34.1297,822.137,1.83968,0.165275,0.0675212,13.2074,55.4151,18.9738,336.276,11.9034,27.0436,25.5396,668.702,0.270938,13.9573,26.3783,391.921,21.7636,0.682875,3.15448,224.455,10.6365,4304.44,1.91247,79.4344,2.43596,23.5368,39.4788,379.294,13.1823,1.70351,4.04029,2.43637,1.23997,1.99705,73.2955,90,50
40537400.31,4093336.599,0,30.0513,6.86839,1.35617,33.4678,803.877,1.78748,0.159151,0.0613435,12.8958,55.0853,18.5821,342.278,11.7149,28.5203,24.9303,675.985,0.224887,13.4025,25.5699,393.34,21.24,0.665266,2.95673,224.609,10.562,4303.4,1.8402,79.5863,2.2496,23.6497,38.5587,363.483,13.2328,1.80307,4.06172,2.33894,1.25837,1.91751,72.1689,90,51
40540071.77,4093348.797,0,29.8165,6.33319,1.09924,31.2552,797.819,1.73575,0.151464,0.0596771,13.09,53.1309,18.3442,351.727,10.7984,29.9919,24.3715,699.53,0.208958,12.8549,24.6108,407.353,20.4376,0.488635,2.6156,223.879,10.985,4370.97,1.84625,80.6945,1.76651,23.1382,41.8174,352.487,13.5676,1.89926,4.1998,2.25373,1.30414,1.86079,70.8373,90,52
40541852.75,4093357.397,0,29.5431,5.95558,1.13516,30.5702,805.91,1.71108,0.148548,0.0553521,12.8701,50.7223,17.7231,348.155,10.8537,31.5967,23.3377,713.506,0.217978,12.418,23.5899,404.021,20.7744,0.51842,2.5249,226.867,11.5164,4415.51,1.82276,80.4954,1.93924,22.8074,42.6115,354.694,13.6652,1.96726,4.19748,2.23867,1.32508,1.8602,70.2489,90,53
40543633.73,4093366.37,0,30.9184,5.96259,1.10193,29.1355,850.104,1.72263,0.14749,0.0595501,14.1361,52.1101,18.4903,356.929,12.4591,33.588,23.2259,744.347,0.252081,12.467,24.9547,438.398,21.6297,0.444397,2.48485,235.134,11.9963,4590.71,1.80918,84.1259,1.68679,22.3777,47.2586,365.161,14.1122,2.07312,4.49995,2.28963,1.40185,1.90292,69.7896,90,54
40545414.71,4093375.717,0,30.8586,6.11965,1.12421,28.4067,898.974,1.71684,0.147791,0.0643698,14.5351,51.5465,18.6011,360.479,13.1872,34.1903,23.4491,762.645,0.275295,12.5376,25.4043,451.029,22.3386,0.439171,2.46974,242.473,12.4607,4656.1,1.83849,84.8143,1.73248,21.7391,50.3958,371.766,14.295,2.01038,4.59834,2.33745,1.40181,1.95724,69.9324,90,55
40548086.19,4093390.439,0,29.9008,6.15358,1.11403,27.0393,928.661,1.6695,0.140219,0.0658899,14.9968,50.7089,18.2312,358.888,14.8639,34.3458,23.3731,761.2,0.276969,12.3974,25.3539,454.827,22.7332,0.427637,2.42785,248.229,11.9522,4665.73,1.87066,83.5897,1.80693,20.9563,50.5551,375.109,14.3472,1.92732,4.59874,2.33369,1.38838,1.976,69.8925,90,56
40556093.29,4094549.462,0,29.3665,6.09903,1.20861,26.1069,950.475,1.62348,0.132897,0.0681641,14.9114,49.9873,17.8068,361.262,15.3952,34.1911,23.6275,744.536,0.265258,12.3063,24.9731,453.813,22.3581,0.439909,2.46209,252.955,11.6529,4668.68,1.91233,82.8034,1.9003,20.4345,49.4346,377.53,14.4021,1.86562,4.57361,2.28949,1.38164,1.97515,70.1765,90,57
40557874.05,4094561.428,0,29.3348,6.46442,1.08949,27.2275,948.966,1.60425,0.133431,0.0666023,14.7323,50.6016,17.7731,370.002,17.1825,32.2433,24.1951,754.501,0.266845,12.2282,25.4599,471.482,23.1426,0.439374,2.50549,251.58,10.8664,4695.18,1.94962,83.0235,1.8571,20.1645,48.1343,370.975,14.2898,1.82165,4.58671,2.2883,1.37105,1.99489,70.9681,90,58
40500000,4094363.95,0,29.9828,6.60186,1.13609,27.6205,911.807,1.58023,0.133256,0.0675678,14.5432,51.3957,17.7109,374.377,17.5725,31.1949,24.2761,744.018,0.262514,12.2133,25.3985,465.287,22.6137,0.451054,2.54408,241.888,10.4613,4670.58,1.98777,82.2281,2.18996,20.0634,46.4734,363.091,14.1261,1.8228,4.52649,2.23841,1.37647,1.95694,70.9652,90,59
40501780.73,4094364.137,0,30.2228,5.99343,1.01451,27.6525,875.009,1.57601,0.137639,0.0571563,14.0191,51.2075,17.4014,364.671,16.5245,29.0344,23.8717,687.858,0.251361,12.2599,24.7302,461.287,20.8812,0.428117,2.5221,232.026,9.99294,4610.47,1.98153,80.3316,1.74882,20.1375,42.5781,362.422,13.8443,1.78304,4.34229,2.23264,1.30928,1.9395,71.3787,90,60
40503561.46,4094364.698,0,31.4121,6.10403,1.04884,28.6255,835.616,1.5809,0.141731,0.0567964,13.7504,51.9706,17.5103,360.933,17.1384,28.0756,24.038,673.252,0.259829,12.2939,24.6736,467.371,20.3116,0.443264,2.59713,221.691,9.88343,4570.23,1.9524,79.4847,1.76042,20.016,42.1853,363.599,13.6376,1.78709,4.272,2.15647,1.28477,1.96749,71.6359,90,61
40505342.19,4094365.633,0,33.9944,6.33173,1.04518,30.3251,811.194,1.59886,0.144898,0.0523626,13.6313,53.6214,17.8934,345.878,17.1577,27.4821,24.3695,665.474,0.270763,12.4907,25.636,457.674,20.4015,0.457143,2.66545,222.143,9.92276,4579.05,1.91166,79.9976,1.68816,20.228,40.7704,374.436,13.3735,1.77596,4.17026,2.24417,1.22799,2.02122,72.2023,90,62
40508013.28,4094367.736,0,33.8232,6.53907,1.23738,31.4482,798.564,1.60106,0.138517,0.0471985,13.223,54.5846,17.8172,324.263,17.012,27.294,23.845,651.919,0.274609,12.5482,25.631,466.286,19.835,0.439867,2.72406,230.167,9.88988,4547.87,1.83498,79.4241,1.64018,20.5369,38.4008,390.182,13.1234,1.7907,4.02154,2.22267,1.1714,2.11068,72.5062,90,63
40509794.01,4094369.606,0,40.0891,7.27945,2.21483,33.0275,810.849,1.66192,0.148393,0.0525526,13.6254,58.5786,18.5624,324.717,17.1089,28.0011,24.8508,657.593,0.29444,13.0081,27.8867,470.037,20.7788,0.648174,2.93506,244.849,10.5547,4616.76,1.86591,81.4329,2.14174,21.0548,39.3828,402.835,13.2058,1.89214,4.09078,2.2607,1.18961,2.16996,72.8631,90,64
40511574.74,4094371.849,0,36.0271,6.97858,1.76329,32.2237,789.396,1.68903,0.155793,0.0484755,13.2227,58.3898,18.301,326.159,15.7185,26.187,23.7937,644.364,0.282172,13.1081,27.3757,459.325,20.3997,0.449563,2.67902,244.302,9.74607,4506.12,1.78827,80.6025,1.63658,20.5546,37.9515,374.323,12.9829,1.86845,4.03107,2.14311,1.2153,2.14598,72.2253,90,65
40513355.48,4094374.467,0,35.3148,6.84762,2.01852,33.9588,779.625,1.7066,0.164822,0.0568172,13.3711,65.0473,19.6407,333.018,15.396,25.9077,23.9868,635.12,0.307347,13.5713,28.8675,464.504,20.2648,0.453007,2.42057,241.566,9.78739,4571.85,1.79183,81.3847,1.43144,20.6053,38.2905,382.813,12.9042,1.96446,4.15839,2.09092,1.31605,2.13887,71.2035,90,66
40516026.57,4094379.094,0,37.2743,6.8776,2.74872,35.2415,800.693,1.77493,0.188821,0.0670398,13.8178,70.93,20.9578,353.918,15.1641,26.1963,24.5229,644.642,0.357634,14.2497,30.9732,479.175,20.9702,0.467157,2.3943,248.897,10.1472,4730.23,1.87897,84.5899,1.41881,20.9165,40.1322,394.528,13.0391,2.13148,4.35019,2.12557,1.43821,2.17977,71.3278,90,67
40517807.3,4094382.646,0,35.2541,6.7156,2.12131,35.6602,753.913,1.74955,0.187032,0.0831247,14.1207,73.5185,22.2321,368.252,15.8114,26.6131,25.552,641.76,0.380768,14.7491,31.3256,443.669,22.1502,0.476752,2.25545,237.225,9.98158,4679.97,1.74792,85.2215,1.42531,21.5464,39.842,407.162,12.8628,2.1317,4.38208,2.09526,1.51729,2.13328,69.9459,90,68
40519588.04,4094386.572,0,39.1692,7.41287,3.05297,37.5541,767.557,1.7757,0.211729,0.128065,14.7383,81.1452,24.5915,404.152,17.8891,28.2963,26.745,669.928,0.508866,15.9533,33.8278,470.638,23.6852,0.53342,2.28855,240.85,10.4722,4855.91,1.80745,89.2809,1.51408,22.4626,41.8032,432.196,12.9477,2.40213,4.62305,2.14251,1.71391,2.18502,69.8503,90,69
40521368.77,4094390.872,0,35.9137,6.20917,2.56715,36.5769,715.21,1.74639,0.209036,0.130192,14.6526,82.2499,25.4172,421.639,17.0514,27.28,26.6435,638.971,0.492077,16.1572,32.7165,423.966,24.254,0.649484,2.07421,223.4,10.1776,4730.01,1.74224,87.2104,1.39146,22.3335,42.6101,415.378,12.8255,2.45129,4.64554,2.07213,1.85951,2.05047,67.8517,90,70
40524036.73,4095507.819,0,32.2783,5.84556,1.55122,36.6862,685.79,1.6715,0.186587,0.129511,14.1482,81.0098,25.3944,400.344,18.0822,27.1581,26.1108,631.951,0.441364,15.9318,30.8778,413.078,23.7367,0.477714,2.00808,211.87,9.65656,4745.88,1.60464,87.2542,1.31245,22.3655,41.383,430.301,12.5304,2.28907,4.61885,2.04784,1.88674,2.05818,67.2455,90,71
40525817.23,4095513.055,0,33.2718,5.77065,1.54125,36.4276,668.204,1.66627,0.181985,0.157435,14.6005,82.7771,26.3804,416.699,19.9064,28.6707,27.6828,633.396,0.400668,16.8651,31.0798,418.405,24.524,0.513025,2.03441,207.457,10.16,4881.44,1.5672,89.2703,1.36053,23.0865,44.7366,471.168,12.6416,2.41505,4.78559,2.08123,2.00073,2.05749,67.2072,90,72
40527597.73,4095518.664,0,31.1858,5.46472,1.46115,36.1652,658.896,1.67896,0.176489,0.152292,14.5379,79.0172,25.6767,434.034,20.7015,29.405,28.1511,640.812,0.340598,17.5832,30.1003,408.231,25.6548,0.561905,2.1621,204.424,10.3939,4942.7,1.51661,91.1179,1.39955,23.5075,46.2056,488.97,12.5819,2.46496,4.83722,2.12385,2.03312,2.05332,67.3843,90,73
40529378.24,4095524.647,0,32.6436,5.6579,1.73168,36.2508,663.576,1.6263,0.186912,0.165693,15.1053,78.2042,26.025,500.246,21.2693,30.4136,28.0092,653.707,0.306921,20.0184,30.3316,427.56,26.8357,0.641369,2.26642,199.369,11.2004,5104.54,1.51146,91.9303,1.39357,24.3698,49.7322,534.497,12.5235,2.74986,4.97013,2.19222,2.20249,2.02515,67.681,90,74
40532048.99,4095534.323,0,30.4388,5.41709,1.48416,35.1775,656.169,1.5301,0.181568,0.158088,14.2552,72.1587,24.6191,552.81,20.1454,29.412,26.2015,626.837,0.261694,19.4349,26.6827,435.848,26.447,0.468864,2.318,186.954,11.01,5079.41,1.4443,87.8902,1.25505,24.1745,50.3655,567.559,12.1823,2.38137,4.90489,2.1707,2.1788,1.95962,67.0137,90,75
40533829.5,4095541.242,0,32.0672,5.74169,2.52556,35.1881,690.767,1.53188,0.194733,0.181542,15.0406,73.2877,25.9313,628.191,22.3924,31.832,26.7002,649.204,0.25636,21.7654,27.4638,479.368,27.692,0.61432,2.47308,189.33,12.1645,5178.13,1.51312,89.6134,1.21798,25.2241,54.7119,603.803,12.1083,2.96169,5.15544,2.21842,2.52354,1.93683,66.8968,90,76
40535610.01,4095548.534,0,33.4053,5.92526,3.03943,35.6902,717.042,1.53782,0.20972,0.198892,15.4714,74.5113,27.0591,709.409,24.3138,34.014,27.4888,671.415,0.255761,23.6212,28.0341,525.966,29.1614,0.513788,2.67762,190.63,13.4905,5247.14,1.5866,92.4328,1.17493,26.1774,60.268,609.293,12.1023,3.51047,5.34875,2.25347,2.82338,1.93239,67.1653,90,77
40537390.52,4095556.2,0,32.3604,5.83715,2.47359,33.829,709.723,1.48095,0.195255,0.188433,14.372,67.8475,25.6125,724.871,23.5712,31.96,26.7256,634.688,0.247473,19.4842,25.073,513.112,29.4246,0.460161,2.63879,181.918,12.0008,4999,1.52522,86.4836,1.14107,25.277,59.7591,502.478,11.8085,2.95372,5.26025,2.21367,2.76775,1.86877,66.327,90,78
40540061.28,4095568.4,0,35.6894,6.44046,2.19894,34.594,712.748,1.47985,0.204902,0.204207,14.5948,68.7639,26.6943,758.159,22.9793,31.197,27.4715,638.601,0.288876,18.6606,25.9993,529.287,30.435,0.468796,2.61922,182.374,11.6776,4854.3,1.54229,85.3917,1.24708,24.9592,62.7276,440.255,11.8461,3.25768,5.41728,2.20857,3.05929,1.84079,65.8111,90,79
40541841.8,4095577.001,0,38.2975,6.77562,2.12675,35.0874,707.527,1.50814,0.210459,0.198397,14.5269,70.4052,26.9657,742.232,22.8071,30.544,28.3261,629.61,0.307639,18.0053,27.1807,537.617,30.3693,0.472292,2.53964,187.433,11.4428,4702.14,1.54403,84.1668,1.29748,24.6903,63.6963,392.377,11.9416,3.41576,5.35131,2.21447,3.11454,1.85388,65.6063,90,80
40543622.31,4095585.976,0,42.9802,7.00037,3.39193,37.7878,736.466,1.60661,0.230234,0.210533,14.9368,78.4248,28.4182,743.661,23.7896,32.01,29.8603,630.246,0.332848,18.5778,29.8031,572.596,32.5232,0.583136,2.65974,204.73,12.6201,4692.96,1.61701,85.9907,1.41805,25.274,64.3499,379.853,12.2602,4.8002,5.35238,2.30723,3.26692,1.94197,66.0589,90,81
40545402.83,4095595.325,0,43.6317,6.58719,2.93905,32.306,720.166,1.75839,0.163632,0.0486824,15.7459,70.8012,23.3044,346.292,21.1732,28.397,22.7162,602.72,0.349975,15.2152,31.2074,352.808,27.1423,0.338347,2.6215,214.025,8.09352,3919.39,1.76364,77.6161,1.78115,22.7126,34.4845,365.225,12.9464,2.21984,3.91574,2.45274,1.31691,2.19582,70.3534,89,0
40548073.6,4095610.05,0,41.9476,6.55027,2.47047,32.7752,745.407,1.77654,0.167752,0.0518802,16.0598,71.8019,23.8929,358.438,21.7874,28.7969,22.9161,619.679,0.355342,14.9209,31.5278,369.73,28.0288,0.34515,2.59847,219.075,8.17491,3959.55,1.79829,78.6186,1.63344,23.2107,34.7886,371.58,13.0954,2.08288,3.99802,2.50348,1.35418,2.24578,70.5602,89,1
40549854.12,4095620.334,0,40.3076,6.49932,2.18019,32.8785,765.495,1.77974,0.168893,0.0523938,16.1787,70.3508,23.7941,369.106,21.7275,28.5806,23.0007,631.82,0.357428,14.6095,31.4948,375.237,28.4075,0.349846,2.51981,223.042,8.21976,3958.6,1.81563,78.1046,1.52397,23.2323,34.6601,376.987,13.2348,2.12179,4.01662,2.56353,1.36928,2.288,70.7533,89,2
40551634.64,4095630.992,0,46.9894,7.04142,4.8507,31.4147,796.589,1.79119,0.184803,0.0592945,15.9509,68.421,24.0838,378.664,20.3719,28.0725,22.8501,646.841,0.406709,14.8011,30.8391,382.844,31.5753,0.356391,2.5338,232.246,8.15561,3866.45,1.82576,77.0969,1.88443,23.3745,34.3428,381.752,13.3855,2.15608,4.04048,2.61723,1.41954,2.33025,70.5498,89,3
40553415.16,4095642.024,0,43.5243,6.82203,5.01098,29.9105,788.206,1.77452,0.187337,0.0576861,15.3873,64.0029,23.0635,378.328,19.2419,26.7626,22.0238,639.848,0.408897,14.143,29.0883,376.26,30.9882,0.348515,2.34511,229.403,7.95223,3760.72,1.75875,73.8088,1.74682,22.9337,32.5367,372.175,13.3588,2.09732,3.93981,2.60652,1.37838,2.31592,70.1074,89,4
40555195.69,4095653.43,0,39.6623,6.6819,3.68004,29.4828,815.298,1.78141,0.192078,0.0565823,14.3305,58.7513,21.8189,379.927,18.2767,25.6782,21.9936,623.305,0.408967,13.6202,26.3975,389.578,31.9073,0.349328,2.19352,234.679,7.82028,3662.31,1.71838,69.9884,1.43726,22.5165,32.6967,370.359,13.4732,1.93755,3.91153,2.65604,1.31902,2.35181,69.5561,89,5
40557866.48,4095671.24,0,38.9337,6.69071,4.1163,29.312,836.084,1.82737,0.209617,0.0583009,14.264,56.0285,21.4912,386.399,18.2686,25.5877,21.9649,623.758,0.459254,13.4559,25.1338,389.354,33.1012,0.350091,2.11782,238.229,7.87039,3615.21,1.70768,68.2806,1.44548,22.4342,32.078,377.295,13.6514,1.90021,3.81738,2.73379,1.318,2.40838,69.6191,89,6
40501780.26,4096583.725,0,38.7232,6.34035,6.75759,28.6108,828.331,1.85328,0.215792,0.0515841,13.6868,49.9137,20.9619,386.245,16.7798,24.0865,21.2919,614.15,0.481614,12.77,23.0802,392.126,31.6422,0.341094,1.89161,240.7,7.72944,3461.23,1.62766,64.4184,1.34467,21.2756,30.61,374.164,13.781,1.93936,3.58825,2.74093,1.29791,2.39642,68.8548,89,7
40503560.53,4096584.286,0,35.4716,6.30606,6.02251,27.8805,869.957,1.90276,0.209436,0.0530798,13.6143,47.5155,20.5088,401.171,16.6849,23.9294,21.0699,622.667,0.509046,12.5239,22.6979,394.181,33.9057,0.351378,1.86,254.41,7.79988,3469.55,1.6064,63.7391,1.35145,21.4785,30.2841,384.973,13.9505,1.71232,3.57824,2.82757,1.28004,2.53784,69.2298,89,8
40505340.79,4096585.221,0,34.0597,6.31681,10.8192,26.9022,850.12,1.9154,0.206159,0.0532771,12.8567,43.8624,19.5611,382.844,15.5103,22.751,20.0652,603.423,0.543255,11.9896,21.1676,369.108,34.0061,0.343092,1.72099,245.798,7.71758,3393.27,1.52903,60.8735,1.31326,21.0061,27.9419,390.4,13.8432,1.54898,3.45326,2.81731,1.20691,2.51107,69.1467,89,9
40508011.19,4096587.325,0,31.5388,6.10917,4.63664,27.9169,852.623,1.96656,0.197814,0.0506231,12.8359,42.2624,19.5785,378.232,15.1663,22.4844,19.9989,607.551,0.516072,11.8916,20.8513,364.534,32.5287,0.347195,1.67759,245.701,7.85015,3383.88,1.50323,60.1524,1.28673,21.1426,27.7486,395.963,13.9195,1.45399,3.41394,2.83065,1.18475,2.54872,69.4317,89,10
40509791.45,4096589.195,0,30.0757,6.35815,4.71831,29.6777,862.61,2.10481,0.20507,0.0491464,13.0803,41.9337,20.0215,392.635,15.4397,22.6983,20.662,627.906,0.565759,11.9326,20.9607,363.168,31.934,0.36019,1.71583,250.554,8.1195,3329.3,1.53304,59.6363,1.26903,21.6101,28.191,398.695,14.0235,1.3394,3.36803,2.85798,1.15914,2.61395,70.2076,89,11
40511571.71,4096591.439,0,28.7007,6.42696,6.24388,31.4423,845.701,2.21488,0.203018,0.0485273,12.7679,40.0709,19.5414,387.282,14.5627,21.8704,20.6985,593.268,0.581523,11.9972,20.6127,330.834,30.8611,0.369106,1.69813,250.154,8.0779,3231.17,1.49233,57.6372,1.22532,21.6977,27.303,391.69,13.9997,1.25546,3.254,2.84896,1.11366,2.64239,70.7461,89,12
40513351.98,4096594.056,0,28.4682,6.60759,5.59467,33.9452,816.613,2.25337,0.199841,0.0507492,12.2892,38.9961,19.8192,372.71,13.2692,20.9366,20.9154,566.929,0.567971,12.0052,19.9764,320.876,29.2192,0.392847,1.74646,247.111,7.99915,3176.28,1.48644,56.0279,1.17333,22.0273,27.1526,386.847,13.9487,1.20967,3.17887,2.81289,1.07475,2.61065,70.9446,89,13
40516022.38,4096598.685,0,27.7455,6.6238,3.95588,35.9223,810.88,2.23861,0.19851,0.0486202,12.0124,39.2839,19.7317,353.95,12.5486,20.1465,21.2495,543.023,0.488019,12.0116,19.814,302.786,27.3271,0.398938,1.77472,252.186,7.73656,3078.02,1.43001,54.4785,1.12879,22.0562,26.1973,374.194,13.8919,1.16426,3.06696,2.78622,0.997245,2.59669,71.462,89,14
40517802.64,4096602.237,0,26.5911,6.37237,5.03332,34.4145,815.517,2.10315,0.183363,0.046119,10.9549,37.0195,19.1919,331.497,11.4103,18.7069,20.8197,521.16,0.402636,10.9342,18.4165,305.559,27.6152,0.388023,1.74913,261.703,7.31734,3014.32,1.31681,51.779,1.04387,21.1139,24.6982,350.669,13.7404,1.17565,2.97456,2.77683,0.9461,2.66545,71.4176,89,15
40519582.91,4096606.164,0,25.9856,6.3907,6.81944,33.8783,846.785,1.99839,0.169326,0.0447359,10.9754,34.6995,18.752,318.641,11.275,17.8047,20.3466,518.074,0.340594,9.56466,18.0257,317.259,28.3564,0.380359,1.68886,284.132,7.01288,2951.46,1.19699,49.3498,0.993829,20.599,23.8155,327.33,13.6717,1.23995,2.87893,2.78558,0.946652,2.78234,71.6656,89,16
40521363.18,4096610.465,0,24.4459,6.03597,6.35407,32.3527,900.101,1.94281,0.159569,0.0410608,10.489,33.0227,18.8974,311.505,10.4989,16.6549,19.65,505.855,0.323641,8.64662,17.6126,319.014,29.6087,0.354319,1.60321,308.406,6.69715,2839.08,1.10586,49.1209,0.925806,19.6664,23.6873,298.143,13.6691,1.32114,2.82606,2.82402,0.956439,2.92195,71.2811,89,17
40524033.58,4096617.618,0,22.4205,5.5769,3.54762,29.4254,936.766,1.89907,0.151066,0.0354264,9.90213,31.4985,18.0713,304.812,9.46048,15.2981,18.7295,493.935,0.307931,7.67977,16.5178,313.913,30.0796,0.319936,1.45541,325.869,6.31706,2724.21,1.043,48.8514,0.801632,18.2871,22.421,264.023,13.6938,1.35577,2.80764,2.81948,0.924437,2.99023,70.4688,89,18
40525813.85,4096622.854,0,22.4726,5.56492,4.90598,28.7387,973.574,1.94546,0.152985,0.0372035,10.7479,32.854,19.0272,338.8,9.39675,15.4925,19.0069,523.937,0.351844,7.99999,17.6421,346.153,32.6751,0.301542,1.45281,341.898,6.34914,2768.73,1.06433,51.9762,0.821881,18.1397,24.7627,253.75,13.8124,1.49575,2.95441,2.85179,1.02404,3.05222,70.3486,89,19
40527594.12,4096628.463,0,21.1846,5.2613,3.60142,26.2665,1049.88,1.99699,0.155312,0.0363679,11.3446,34.0367,18.4888,374.459,9.47587,15.8896,18.5403,524.611,0.397008,8.43612,18.2209,365.598,33.7033,0.300019,1.47124,365.682,6.29048,2701.07,1.10187,53.4978,0.814199,17.8594,28.4366,239.268,14.0394,1.68164,3.02337,2.89278,1.09036,3.14205,69.3536,89,20
40529374.39,4096634.447,0,20.9868,5.18073,5.06967,25.167,1058.9,2.03869,0.154228,0.0381023,11.4705,34.8792,18.1713,391.104,9.521,16.2952,18.6185,522.396,0.408711,9.08788,18.3767,362.789,33.5096,0.303059,1.52038,366.635,6.23888,2739.66,1.12236,54.208,0.824163,18.1844,30.7659,253.561,14.1262,1.74958,3.10044,2.90918,1.11177,3.15112,69.0068,89,21
40531150.58,4097750.607,0,22.7318,5.56419,3.18565,25.3745,1182.42,2.15808,0.159368,0.0420555,12.839,41.05,18.6313,421.274,10.3265,18.1835,20.4557,563.176,0.413956,10.5878,22.0139,370.703,34.3792,0.34602,1.76804,390.298,6.69269,2850.93,1.31604,57.757,0.90799,19.6093,37.8206,282.191,14.3395,1.87683,3.3628,3.00008,1.18297,3.20622,69.5697,89,22
