Coor_Y,Coor_X,Ag,As_,Cu,Mn,Fe2O3,row,col
4069843.89,40512796.08,0.45539,0.475847,0.466287,0.494357,0.49383,100,36
4069843.89,40513796.08,0.439852,0.465879,0.45334,0.482683,0.481092,100,37
4069843.89,40514796.08,0.418709,0.449915,0.434926,0.465018,0.463963,100,38
4069843.89,40515796.08,0.425517,0.460807,0.443334,0.472096,0.47185,100,39
4069843.89,40516796.08,0.416673,0.452659,0.434972,0.463105,0.464253,100,40
4069843.89,40517796.08,0.406021,0.441881,0.424019,0.451446,0.453598,100,41
4069843.89,40518796.08,0.424439,0.459123,0.441386,0.465988,0.468757,100,42
4069843.89,40519796.08,0.451393,0.487211,0.467475,0.491435,0.493978,100,43
4069843.89,40520796.08,0.459046,0.490982,0.473853,0.497949,0.500571,100,44
4069843.89,40521796.08,0.492704,0.521389,0.505508,0.529756,0.531297,100,45
4069843.89,40522796.08,0.497529,0.521023,0.509246,0.535682,0.536646,100,46
4069843.89,40523796.08,0.526363,0.545491,0.536322,0.565017,0.564522,100,47
4069843.89,40524796.08,0.547986,0.566912,0.557114,0.587776,0.585345,100,48
4069843.89,40525796.08,0.540108,0.559215,0.548532,0.581571,0.577315,100,49
4069843.89,40526796.08,0.520724,0.540392,0.528584,0.564036,0.557858,100,50
4069843.89,40527796.08,0.509642,0.531543,0.517212,0.553887,0.546038,100,51
4069843.89,40528796.08,0.498634,0.522932,0.506261,0.54327,0.534442,100,52
4069843.89,40529796.08,0.488542,0.512091,0.495838,0.532635,0.524034,100,53
4069843.89,40530796.08,0.473187,0.495925,0.480075,0.516102,0.507703,100,54
4069843.89,40531796.08,0.482469,0.503032,0.491446,0.528077,0.521364,100,55
4069843.89,40532796.08,0.48592,0.507839,0.495455,0.532236,0.526317,100,56
4069843.89,40533796.08,0.497135,0.519004,0.506746,0.542708,0.537217,100,57
4069843.89,40534796.08,0.502467,0.525552,0.512454,0.547371,0.542548,100,58
4069843.89,40535796.08,0.506845,0.531526,0.516847,0.549087,0.545214,100,59
4069843.89,40536796.08,0.506976,0.532643,0.516748,0.548532,0.544652,100,60
4069843.89,40537796.08,0.510918,0.535867,0.520214,0.55229,0.549309,100,61
4069843.89,40538796.08,0.520238,0.545494,0.528949,0.559825,0.557465,100,62
4069843.89,40539796.08,0.551173,0.575978,0.559243,0.589155,0.587043,100,63
4069843.89,40540796.08,0.536924,0.558344,0.543847,0.574359,0.572945,100,64
4069843.89,40541796.08,0.571505,0.590499,0.576518,0.605298,0.604469,100,65
4069843.89,40542796.08,0.575003,0.58908,0.578446,0.606816,0.606893,100,66
4069843.89,40543796.08,0.597368,0.606847,0.599954,0.625769,0.626858,100,67
4069843.89,40544796.08,0.605689,0.610834,0.607466,0.631547,0.633486,100,68
4069843.89,40545796.08,0.648313,0.648085,0.649365,0.669938,0.673286,100,69
4069843.89,40546796.08,0.663374,0.658201,0.664172,0.682474,0.687214,100,70
4069843.89,40547796.08,0.676692,0.668935,0.677975,0.693797,0.6994,100,71
4069843.89,40548796.08,0.685942,0.676428,0.687724,0.702417,0.709213,100,72
4069843.89,40549796.08,0.710745,0.699472,0.712498,0.725939,0.733516,100,73
4069843.89,40550796.08,0.670002,0.660789,0.67332,0.687907,0.695347,100,74
4069843.89,40551796.08,0.645921,0.641838,0.65082,0.665223,0.672296,100,75
4069843.89,40552796.08,0.616264,0.615417,0.622898,0.638183,0.645058,100,76
4069843.89,40553796.08,0.601294,0.604542,0.608683,0.624862,0.630775,100,77
4069843.89,40554796.08,0.587623,0.593532,0.595995,0.6128,0.618163,100,78
4069843.89,40555796.08,0.546008,0.551654,0.555429,0.573539,0.579188,100,79
4069843.89,40556796.08,0.541935,0.548166,0.551472,0.569516,0.575111,100,80
4069843.89,40557796.08,0.531408,0.537752,0.540786,0.558923,0.564419,100,81
4070843.89,40476796.08,0.354896,0.379809,0.367243,0.384591,0.3782,99,0
4070843.89,40477796.08,0.366576,0.390109,0.379485,0.398197,0.392565,99,1
4070843.89,40478796.08,0.360463,0.382815,0.373776,0.394205,0.389276,99,2
4070843.89,40479796.08,0.393456,0.415111,0.407137,0.427911,0.423599,99,3
4070843.89,40480796.08,0.409273,0.430281,0.423267,0.444801,0.441056,99,4
4070843.89,40481796.08,0.420075,0.441275,0.434515,0.456926,0.453342,99,5
4070843.89,40482796.08,0.416333,0.436927,0.430973,0.454798,0.451741,99,6
4070843.89,40483796.08,0.410772,0.429846,0.426165,0.450747,0.4482,99,7
4070843.89,40484796.08,0.421445,0.441455,0.435255,0.458845,0.456766,99,8
4070843.89,40485796.08,0.44372,0.462785,0.458504,0.482754,0.48097,99,9
4070843.89,40486796.08,0.455774,0.475378,0.471536,0.496415,0.494126,99,10
4070843.89,40487796.08,0.465125,0.48673,0.481548,0.506809,0.503334,99,11
4070843.89,40488796.08,0.459579,0.482214,0.476087,0.50095,0.497678,99,12
4070843.89,40489796.08,0.485381,0.504671,0.499738,0.522575,0.520324,99,13
4070843.89,40490796.08,0.522095,0.538105,0.533973,0.55379,0.552265,99,14
4070843.89,40491796.08,0.557946,0.571039,0.567267,0.584256,0.584079,99,15
4070843.89,40492796.08,0.575666,0.586662,0.583245,0.598346,0.598928,99,16
4070843.89,40493796.08,0.625024,0.636204,0.631431,0.643739,0.644461,99,17
4070843.89,40494796.08,0.647803,0.656603,0.652445,0.662148,0.664201,99,18
4070843.89,40495796.08,0.672823,0.678216,0.675658,0.685303,0.68731,99,19
4070843.89,40496796.08,0.68791,0.689695,0.689116,0.69957,0.701234,99,20
4070843.89,40497796.08,0.698279,0.69905,0.698781,0.708589,0.709589,99,21
4070843.89,40498796.08,0.688837,0.690341,0.689192,0.69925,0.699275,99,22
4070843.89,40499796.08,0.689545,0.693332,0.689068,0.698759,0.697501,99,23
4070843.89,40500796.08,0.69968,0.70147,0.698455,0.708124,0.706273,99,24
4070843.89,40501796.08,0.688948,0.687949,0.686953,0.696504,0.694587,99,25
4070843.89,40502796.08,0.680173,0.677599,0.678024,0.688654,0.687532,99,26
4070843.89,40503796.08,0.675424,0.670347,0.673876,0.687092,0.687717,99,27
4070843.89,40504796.08,0.68579,0.683966,0.683804,0.697463,0.697602,99,28
4070843.89,40505796.08,0.673232,0.674127,0.6719,0.686886,0.687404,99,29
4070843.89,40506796.08,0.659175,0.663365,0.658134,0.674563,0.674452,99,30
4070843.89,40507796.08,0.645901,0.651261,0.646326,0.664494,0.665298,99,31
4070843.89,40508796.08,0.606617,0.611958,0.607943,0.629927,0.631505,99,32
4070843.89,40509796.08,0.573932,0.580107,0.577135,0.601238,0.603463,99,33
4070843.89,40510796.08,0.540273,0.549296,0.544483,0.570302,0.571635,99,34
4070843.89,40511796.08,0.501085,0.515622,0.50793,0.535292,0.535555,99,35
4070843.89,40512796.08,0.455539,0.477583,0.465676,0.494895,0.493382,99,36
4070843.89,40513796.08,0.429812,0.460697,0.443333,0.474965,0.472312,99,37
4070843.89,40514796.08,0.412964,0.451998,0.430588,0.463407,0.46068,99,38
4070843.89,40515796.08,0.392891,0.433168,0.411547,0.443604,0.442522,99,39
4070843.89,40516796.08,0.396513,0.437795,0.416139,0.447044,0.447514,99,40
4070843.89,40517796.08,0.395397,0.440124,0.41497,0.444064,0.445318,99,41
4070843.89,40518796.08,0.401955,0.44959,0.421468,0.447405,0.449236,99,42
4070843.89,40519796.08,0.425704,0.468602,0.443199,0.467812,0.47016,99,43
4070843.89,40520796.08,0.442997,0.480961,0.458586,0.483312,0.485694,99,44
4070843.89,40521796.08,0.467342,0.500025,0.481735,0.505963,0.508145,99,45
4070843.89,40522796.08,0.502976,0.531308,0.51636,0.542036,0.543287,99,46
4070843.89,40523796.08,0.51776,0.541682,0.530025,0.558691,0.558991,99,47
4070843.89,40524796.08,0.547931,0.568445,0.558169,0.588502,0.586838,99,48
4070843.89,40525796.08,0.545968,0.566772,0.555466,0.587879,0.584043,99,49
4070843.89,40526796.08,0.543978,0.563697,0.552328,0.586265,0.580619,99,50
4070843.89,40527796.08,0.532909,0.556202,0.541687,0.577657,0.570157,99,51
4070843.89,40528796.08,0.502761,0.527498,0.511697,0.548784,0.540664,99,52
4070843.89,40529796.08,0.486613,0.509098,0.495182,0.532619,0.525237,99,53
4070843.89,40530796.08,0.497412,0.519969,0.505731,0.541939,0.534552,99,54
4070843.89,40531796.08,0.499822,0.520428,0.509564,0.546224,0.539851,99,55
4070843.89,40532796.08,0.511107,0.53222,0.520389,0.556853,0.551234,99,56
4070843.89,40533796.08,0.519922,0.54016,0.529634,0.566129,0.560962,99,57
4070843.89,40534796.08,0.511301,0.532373,0.521184,0.555736,0.551657,99,58
4070843.89,40535796.08,0.535262,0.556192,0.544819,0.578178,0.575071,99,59
4070843.89,40536796.08,0.525395,0.546888,0.534475,0.567558,0.564696,99,60
4070843.89,40537796.08,0.556509,0.578608,0.564622,0.596127,0.59421,99,61
4070843.89,40538796.08,0.556289,0.577838,0.563838,0.595234,0.594152,99,62
4070843.89,40539796.08,0.570091,0.592951,0.577726,0.607646,0.606573,99,63
4070843.89,40540796.08,0.561231,0.58125,0.568011,0.598279,0.597671,99,64
4070843.89,40541796.08,0.595047,0.613342,0.600241,0.629112,0.628693,99,65
4070843.89,40542796.08,0.584575,0.598312,0.588316,0.616631,0.617399,99,66
4070843.89,40543796.08,0.600654,0.609792,0.604069,0.630628,0.632292,99,67
4070843.89,40544796.08,0.624799,0.62983,0.627629,0.651537,0.654152,99,68
4070843.89,40545796.08,0.657061,0.656891,0.659125,0.679434,0.683917,99,69
4070843.89,40546796.08,0.677771,0.672525,0.679486,0.697158,0.703287,99,70
4070843.89,40547796.08,0.683472,0.674885,0.68598,0.702111,0.709148,99,71
4070843.89,40548796.08,0.708607,0.698977,0.711562,0.725678,0.733412,99,72
4070843.89,40549796.08,0.693162,0.682427,0.696728,0.710857,0.719318,99,73
4070843.89,40550796.08,0.678977,0.671641,0.683837,0.698025,0.706278,99,74
4070843.89,40551796.08,0.64366,0.640408,0.650149,0.665084,0.672823,99,75
4070843.89,40552796.08,0.613433,0.614384,0.6214,0.637215,0.64442,99,76
4070843.89,40553796.08,0.597415,0.603546,0.606174,0.622523,0.628548,99,77
4070843.89,40554796.08,0.539039,0.546574,0.549692,0.568382,0.574506,99,78
4070843.89,40555796.08,0.543016,0.552845,0.554262,0.572734,0.578573,99,79
4070843.89,40556796.08,0.532324,0.543259,0.54366,0.562224,0.567937,99,80
4070843.89,40557796.08,0.509325,0.519382,0.520528,0.539706,0.545582,99,81
4071843.89,40476796.08,0.363146,0.385284,0.376897,0.395867,0.390936,98,0
4071843.89,40477796.08,0.383644,0.404456,0.397942,0.418008,0.413875,98,1
4071843.89,40478796.08,0.406905,0.426867,0.421541,0.442344,0.438901,98,2
4071843.89,40479796.08,0.418814,0.4381,0.43368,0.455405,0.452576,98,3
4071843.89,40480796.08,0.424139,0.442867,0.439227,0.461975,0.459692,98,4
4071843.89,40481796.08,0.431541,0.449815,0.446895,0.470544,0.468755,98,5
4071843.89,40482796.08,0.448894,0.466889,0.464587,0.488777,0.487422,98,6
4071843.89,40483796.08,0.440875,0.458325,0.457353,0.482484,0.481155,98,7
4071843.89,40484796.08,0.431306,0.448004,0.446297,0.471558,0.471183,98,8
4071843.89,40485796.08,0.442681,0.458912,0.459106,0.485129,0.484931,98,9
4071843.89,40486796.08,0.459805,0.47798,0.477391,0.503744,0.50283,98,10
4071843.89,40487796.08,0.450593,0.473266,0.469705,0.49768,0.494206,98,11
4071843.89,40488796.08,0.475882,0.499666,0.494285,0.521542,0.516779,98,12
4071843.89,40489796.08,0.502851,0.522757,0.518947,0.543214,0.540626,98,13
4071843.89,40490796.08,0.523472,0.537023,0.536384,0.557963,0.557292,98,14
4071843.89,40491796.08,0.580572,0.591568,0.590617,0.608525,0.608871,98,15
4071843.89,40492796.08,0.608282,0.614804,0.616449,0.632391,0.634468,98,16
4071843.89,40493796.08,0.649595,0.659166,0.657148,0.669438,0.671525,98,17
4071843.89,40494796.08,0.674311,0.684729,0.680128,0.689065,0.69163,98,18
4071843.89,40495796.08,0.704514,0.706783,0.708423,0.717913,0.721113,98,19
4071843.89,40496796.08,0.731644,0.728579,0.733253,0.743736,0.746692,98,20
4071843.89,40497796.08,0.731387,0.727462,0.732002,0.742494,0.744793,98,21
4071843.89,40498796.08,0.73193,0.728606,0.731762,0.743139,0.744321,98,22
4071843.89,40499796.08,0.718441,0.719575,0.718135,0.729181,0.729225,98,23
4071843.89,40500796.08,0.7255,0.725652,0.723826,0.734033,0.733037,98,24
4071843.89,40501796.08,0.73327,0.728781,0.731201,0.741118,0.740813,98,25
4071843.89,40502796.08,0.729222,0.72034,0.726911,0.737246,0.738,98,26
4071843.89,40503796.08,0.718453,0.708273,0.714494,0.726776,0.727183,98,27
4071843.89,40504796.08,0.724521,0.715475,0.720695,0.734616,0.736126,98,28
4071843.89,40505796.08,0.712053,0.707699,0.707768,0.722217,0.722351,98,29
4071843.89,40506796.08,0.700335,0.699567,0.697016,0.713261,0.713582,98,30
4071843.89,40507796.08,0.666973,0.670992,0.664196,0.683456,0.68345,98,31
4071843.89,40508796.08,0.629867,0.631789,0.62905,0.650867,0.652494,98,32
4071843.89,40509796.08,0.61584,0.618913,0.616324,0.639378,0.641358,98,33
4071843.89,40510796.08,0.560666,0.567595,0.563479,0.589754,0.59143,98,34
4071843.89,40511796.08,0.520814,0.533573,0.526396,0.553999,0.554786,98,35
4071843.89,40512796.08,0.478753,0.49926,0.486709,0.516209,0.515354,98,36
4071843.89,40513796.08,0.43679,0.469485,0.450612,0.482687,0.480282,98,37
4071843.89,40514796.08,0.41608,0.457056,0.432975,0.466151,0.46314,98,38
4071843.89,40515796.08,0.389065,0.435209,0.40868,0.442193,0.440331,98,39
4071843.89,40516796.08,0.396864,0.44501,0.41702,0.448983,0.448492,98,40
4071843.89,40517796.08,0.383398,0.431201,0.403295,0.433735,0.434435,98,41
4071843.89,40518796.08,0.395217,0.44555,0.414666,0.44227,0.443445,98,42
4071843.89,40519796.08,0.41423,0.463094,0.432257,0.458388,0.459915,98,43
4071843.89,40520796.08,0.421531,0.466295,0.438379,0.464339,0.465886,98,44
4071843.89,40521796.08,0.476574,0.518109,0.492334,0.516319,0.517675,98,45
4071843.89,40522796.08,0.483118,0.519913,0.498536,0.524863,0.525217,98,46
4071843.89,40523796.08,0.516821,0.54608,0.529491,0.557848,0.557524,98,47
4071843.89,40524796.08,0.535751,0.559899,0.547153,0.577408,0.575893,98,48
4071843.89,40525796.08,0.53868,0.561562,0.549072,0.581463,0.577677,98,49
4071843.89,40526796.08,0.536641,0.557415,0.54557,0.579972,0.574214,98,50
4071843.89,40527796.08,0.513982,0.537338,0.523396,0.559381,0.552503,98,51
4071843.89,40528796.08,0.507245,0.532027,0.517015,0.553951,0.546218,98,52
4071843.89,40529796.08,0.490185,0.514363,0.500306,0.537845,0.530264,98,53
4071843.89,40530796.08,0.487237,0.510093,0.496833,0.534054,0.526693,98,54
4071843.89,40531796.08,0.481187,0.502674,0.490092,0.52721,0.51964,98,55
4071843.89,40532796.08,0.480008,0.498286,0.48991,0.527774,0.521647,98,56
4071843.89,40533796.08,0.514774,0.533906,0.523775,0.559782,0.554781,98,57
4071843.89,40534796.08,0.535236,0.554145,0.544607,0.579677,0.575649,98,58
4071843.89,40535796.08,0.554488,0.572853,0.56341,0.59735,0.594309,98,59
4071843.89,40536796.08,0.551543,0.569918,0.559791,0.59312,0.590546,98,60
4071843.89,40537796.08,0.571765,0.590242,0.578993,0.610876,0.609207,98,61
4071843.89,40538796.08,0.58097,0.599512,0.587698,0.618998,0.618049,98,62
4071843.89,40539796.08,0.567742,0.58732,0.574798,0.605758,0.604995,98,63
4071843.89,40540796.08,0.583125,0.602915,0.589342,0.619255,0.618499,98,64
4071843.89,40541796.08,0.586319,0.603336,0.591837,0.62188,0.621472,98,65
4071843.89,40542796.08,0.583146,0.596178,0.587769,0.616372,0.617142,98,66
4071843.89,40543796.08,0.577834,0.587457,0.582525,0.610465,0.612319,98,67
4071843.89,40544796.08,0.605813,0.611496,0.61008,0.635054,0.638118,98,68
4071843.89,40545796.08,0.628927,0.629174,0.632644,0.653564,0.659147,98,69
4071843.89,40546796.08,0.663429,0.660484,0.666769,0.684019,0.690598,98,70
4071843.89,40547796.08,0.688538,0.682235,0.692296,0.707936,0.715364,98,71
4071843.89,40548796.08,0.677382,0.668232,0.682233,0.697373,0.705691,98,72
4071843.89,40549796.08,0.676399,0.670123,0.682025,0.696458,0.704628,98,73
4071843.89,40550796.08,0.636989,0.632202,0.644714,0.6604,0.668756,98,74
4071843.89,40551796.08,0.626145,0.626162,0.634057,0.649648,0.657169,98,75
4071843.89,40552796.08,0.59229,0.596362,0.601178,0.617611,0.624453,98,76
4071843.89,40553796.08,0.527908,0.536223,0.539001,0.557661,0.564048,98,77
4071843.89,40554796.08,0.516325,0.529498,0.528787,0.547603,0.553415,98,78
4071843.89,40555796.08,0.506707,0.522666,0.519516,0.538637,0.543933,98,79
4071843.89,40556796.08,0.495405,0.511622,0.508339,0.527945,0.533355,98,80
4071843.89,40557796.08,0.4852,0.501154,0.498324,0.517945,0.523561,98,81
4072843.89,40476796.08,0.382934,0.403056,0.398039,0.417797,0.414165,97,0
4072843.89,40477796.08,0.407379,0.426066,0.42289,0.443616,0.440857,97,1
4072843.89,40478796.08,0.410901,0.428267,0.426553,0.448826,0.446827,97,2
4072843.89,40479796.08,0.420663,0.437638,0.436376,0.459485,0.458018,97,3
4072843.89,40480796.08,0.441806,0.45868,0.457628,0.481112,0.480074,97,4
4072843.89,40481796.08,0.446729,0.463429,0.462753,0.487108,0.486454,97,5
4072843.89,40482796.08,0.438212,0.454619,0.454569,0.48025,0.479944,97,6
4072843.89,40483796.08,0.445954,0.463397,0.46331,0.489174,0.488288,97,7
4072843.89,40484796.08,0.442477,0.460582,0.458664,0.484392,0.483931,97,8
4072843.89,40485796.08,0.44069,0.458777,0.45851,0.48559,0.485077,97,9
